percepcion,ideologia,KEY
Ni aprueba ni desaprueba,Ninguno,20_66
Ni aprueba ni desaprueba,PAN,20_66
Aprueba algo,PRI,20_147
Desaprueba algo,PAN,21_44
Desaprueba algo,PAN,21_115
Desaprueba mucho,PAN,21_115
Desaprueba mucho,PAN,22_14
Desaprueba algo,PAN,22_14
Desaprueba mucho,PAN,22_14
Desaprueba mucho,PAN,22_14
Desaprueba algo,PAN,23_1
Aprueba algo,PAN,23_1
Desaprueba mucho,PAN,23_1
Desaprueba algo,PAN,23_1
Desaprueba mucho,PAN,23_1
Desaprueba mucho,PAN,23_1
Desaprueba algo,PAN,23_1
Desaprueba mucho,Ninguno,24_8
Desaprueba mucho,PAN,24_8
Desaprueba mucho,PAN,24_8
Desaprueba mucho,PAN,24_28
Desaprueba mucho,PAN,24_28
Desaprueba mucho,Ninguno,24_28
Desaprueba mucho,PAN,24_54
Desaprueba algo,PAN,25_10
Desaprueba mucho,PAN,25_12
Desaprueba algo,PAN,25_12
Desaprueba algo,PAN,25_12
Desaprueba mucho,PAN,25_17
Desaprueba mucho,PAN,25_17
Desaprueba algo,PAN,26_24
Desaprueba algo,PAN,26_24
Desaprueba mucho,Ninguno,26_55
Desaprueba mucho,PAN,26_55
Desaprueba algo,PAN,27_4
Desaprueba algo,PAN,27_4
Desaprueba mucho,PAN,27_12
Desaprueba mucho,PAN,27_12
Desaprueba algo,Ninguno,28_32
Desaprueba mucho,PAN,28_32
Aprueba algo,PAN,28_32
Ns/Nc,Ninguno,28_32
Ni aprueba ni desaprueba,PRI,30_69
Aprueba mucho,PRI,30_132
Desaprueba mucho,PAN,30_188
Desaprueba algo,PAN,30_192
Desaprueba algo,PAN,30_192
Ni aprueba ni desaprueba,PAN,30_192
Desaprueba algo,Ninguno,30_192
Desaprueba mucho,PAN,31_33
Desaprueba algo,PAN,31_33
Desaprueba mucho,PAN,31_33
Desaprueba mucho,PAN,31_38
Desaprueba algo,PAN,31_38
Desaprueba mucho,PAN,31_50
Aprueba algo,PAN,32_10
Desaprueba mucho,PAN,32_10
Desaprueba mucho,PAN,32_10
Ni aprueba ni desaprueba,PAN,32_19
Desaprueba mucho,PAN,32_19
Desaprueba mucho,PAN,32_39
Desaprueba mucho,PAN,17_11
Aprueba algo,PRI,24_54
Aprueba mucho,PRI,27_4
Ni aprueba ni desaprueba,Ninguno,30_69
Aprueba mucho,PRI,32_19
Desaprueba mucho,PRD,7_23
Desaprueba mucho,PRD,7_23
Desaprueba mucho,PRD,7_23
Desaprueba mucho,PRD,7_34
Desaprueba mucho,PRD,7_34
Desaprueba mucho,PRD,7_59
Desaprueba mucho,PRD,7_59
Desaprueba mucho,PRD,7_88
Desaprueba mucho,PRD,7_90
Ni aprueba ni desaprueba,PRD,8_19
Desaprueba algo,PRD,8_37
Ni aprueba ni desaprueba,PRD,9_2
Desaprueba algo,PRD,9_3
Desaprueba algo,PRD,9_5
Desaprueba mucho,PAN,9_7
Desaprueba mucho,Ninguno,9_7
Desaprueba mucho,PRD,9_7
Desaprueba mucho,Ninguno,9_10
Desaprueba mucho,PRD,9_10
Desaprueba mucho,PRD,9_10
Desaprueba algo,Ninguno,11_42
Aprueba algo,Ninguno,12_1
Ni aprueba ni desaprueba,Ns/Nc,14_15
Desaprueba algo,PRD,14_120
Desaprueba mucho,PAN,15_92
Desaprueba mucho,Ninguno,20_147
Desaprueba algo,Nueva Alianza,14_99
Desaprueba mucho,PAN,10_12
Ni aprueba ni desaprueba,Movimiento Ciudadano,14_41
Desaprueba algo,Movimiento Ciudadano,14_72
Desaprueba algo,Movimiento Ciudadano,14_120
Desaprueba mucho,PAN,14_99
Desaprueba mucho,PRI,14_99
Aprueba algo,Morena,28_3
Desaprueba mucho,Movimiento Ciudadano,32_10
Desaprueba mucho,Ninguno,15_66
Desaprueba algo,Movimiento Ciudadano,17_11
Ni aprueba ni desaprueba,Ninguno,28_22
Desaprueba mucho,PRD,7_23
Desaprueba algo,Ninguno,15_34
Ni aprueba ni desaprueba,PAN,2_4
Aprueba mucho,PRD,5_35
Desaprueba algo,PAN,15_13
Aprueba algo,Ninguno,15_25
Desaprueba mucho,PAN,15_32
Desaprueba mucho,Ns/Nc,15_110
Desaprueba algo,PAN,18_17
Aprueba algo,Ninguno,20_41
Aprueba algo,Ninguno,21_133
Aprueba algo,Ninguno,21_179
Desaprueba mucho,PAN,22_14
Aprueba algo,Ninguno,10_12
Desaprueba algo,PAN,2_4
Ni aprueba ni desaprueba,PAN,5_30
Desaprueba algo,PAN,8_11
Ni aprueba ni desaprueba,PRI,15_107
Ni aprueba ni desaprueba,Ninguno,20_66
Desaprueba mucho,PRI,21_133
Ni aprueba ni desaprueba,PRI,1_5
Aprueba algo,PRI,1_5
Desaprueba mucho,PRI,2_4
Ni aprueba ni desaprueba,PRI,2_4
Ni aprueba ni desaprueba,PRI,2_4
Desaprueba algo,PRI,2_4
Ni aprueba ni desaprueba,PRI,2_4
Aprueba mucho,PRI,2_4
Aprueba algo,PRI,4_9
Aprueba mucho,PRI,4_9
Aprueba mucho,PRI,4_9
Aprueba algo,PRI,4_9
Aprueba algo,PRI,4_9
Aprueba algo,PRI,4_9
Aprueba algo,PRI,4_9
Aprueba mucho,PRI,5_20
Aprueba mucho,PRI,5_20
Aprueba mucho,PRI,5_20
Aprueba algo,PRI,5_20
Aprueba algo,PRI,5_20
Ni aprueba ni desaprueba,PRI,5_25
Desaprueba algo,PRI,5_25
Desaprueba algo,PRI,5_30
Ni aprueba ni desaprueba,PRI,5_30
Aprueba algo,PRI,5_30
Aprueba algo,PRI,5_35
Aprueba algo,PRI,5_35
Aprueba algo,PRI,5_35
Aprueba algo,PRI,5_35
Aprueba mucho,PRI,7_23
Aprueba algo,PRI,7_23
Aprueba mucho,PRI,7_23
Aprueba algo,PRI,7_23
Aprueba algo,PRI,7_34
Aprueba mucho,PRI,7_34
Aprueba mucho,PRI,7_34
Aprueba mucho,PRI,7_34
Aprueba algo,PRI,7_34
Aprueba algo,PRI,7_34
Aprueba mucho,PRI,7_59
Aprueba mucho,PRI,7_59
Aprueba mucho,PRI,7_59
Aprueba algo,PRI,7_88
Aprueba mucho,PRI,7_88
Aprueba mucho,PRI,7_88
Aprueba algo,PRI,7_88
Aprueba algo,PRI,7_88
Aprueba mucho,PRI,7_90
Aprueba algo,PRI,7_90
Aprueba mucho,PVEM,7_90
Aprueba mucho,PVEM,7_102
Aprueba algo,PVEM,7_102
Aprueba mucho,PRI,7_102
Aprueba mucho,PRI,7_102
Aprueba algo,PRI,7_102
Aprueba algo,PRI,8_11
Aprueba mucho,PRI,8_11
Aprueba mucho,PRI,8_19
Desaprueba mucho,PRD,8_19
Ni aprueba ni desaprueba,PRI,8_19
Ni aprueba ni desaprueba,PRI,8_37
Desaprueba mucho,PRI,8_37
Ni aprueba ni desaprueba,PRI,8_37
Ni aprueba ni desaprueba,PRI,8_37
Ni aprueba ni desaprueba,PRI,8_37
Aprueba algo,PRI,9_3
Aprueba algo,Ninguno,9_5
Aprueba algo,Ninguno,9_5
Desaprueba mucho,PRI,9_7
Aprueba algo,PRI,9_17
Ni aprueba ni desaprueba,PRI,9_17
Aprueba algo,PRI,9_17
Aprueba algo,PRI,9_17
Aprueba algo,PRI,10_5
Aprueba mucho,PRI,10_5
Aprueba algo,PRI,10_5
Desaprueba algo,PRI,10_12
Desaprueba algo,PRI,11_4
Aprueba algo,PRI,11_4
Aprueba algo,PRI,11_19
Aprueba algo,PRI,11_20
Ni aprueba ni desaprueba,PRI,11_41
Desaprueba algo,PRI,11_41
Ni aprueba ni desaprueba,PRI,11_42
Desaprueba algo,PRI,11_42
Ni aprueba ni desaprueba,PRI,12_1
Desaprueba algo,Morena,12_1
Desaprueba algo,Movimiento Ciudadano,12_29
Desaprueba algo,PRD,12_29
Aprueba algo,PRI,13_3
Ni aprueba ni desaprueba,Ninguno,13_72
Aprueba algo,PRI,14_15
Ni aprueba ni desaprueba,PRI,14_15
Aprueba algo,PRI,14_23
Ni aprueba ni desaprueba,Ninguno,14_23
Desaprueba algo,PRI,14_41
Desaprueba algo,PRI,14_72
Desaprueba algo,PRI,14_72
Ni aprueba ni desaprueba,PRI,14_118
Aprueba algo,PRI,14_118
Aprueba algo,PRI,14_120
Aprueba algo,PRI,14_120
Desaprueba mucho,PRI,14_120
Desaprueba mucho,PAN,14_99
Aprueba algo,Ninguno,14_120
Desaprueba mucho,PRI,14_120
Ni aprueba ni desaprueba,Ninguno,14_120
Ni aprueba ni desaprueba,PRI,15_9
Aprueba algo,PRI,15_9
Aprueba algo,PRI,15_9
Aprueba mucho,PRI,15_13
Ni aprueba ni desaprueba,PRI,15_13
Aprueba algo,PRI,15_13
Ni aprueba ni desaprueba,PRI,15_13
Aprueba algo,PRI,15_20
Desaprueba algo,PRI,15_20
Ni aprueba ni desaprueba,PRI,15_32
Aprueba mucho,PRI,15_34
Ni aprueba ni desaprueba,PRI,15_52
Aprueba algo,PRI,15_52
Ni aprueba ni desaprueba,PRI,15_58
Aprueba algo,PRI,15_58
Ni aprueba ni desaprueba,PRI,15_66
Ni aprueba ni desaprueba,PRI,15_66
Aprueba algo,PRI,15_81
Desaprueba mucho,PRI,15_81
Aprueba algo,PRI,15_89
Aprueba algo,PRI,15_92
Aprueba algo,PRI,15_92
Aprueba algo,PRI,15_105
Aprueba algo,PRI,15_105
Desaprueba mucho,PRI,15_105
Desaprueba algo,PRI,15_105
Desaprueba algo,PRI,15_107
Aprueba algo,PRI,15_107
Ni aprueba ni desaprueba,PRI,15_107
Desaprueba algo,PRI,15_107
Ni aprueba ni desaprueba,PRI,15_107
Ni aprueba ni desaprueba,PRI,15_110
Aprueba algo,PRI,16_54
Aprueba algo,PRI,16_54
Ni aprueba ni desaprueba,PRI,16_54
Aprueba algo,PRI,16_54
Aprueba algo,PRI,16_54
Ni aprueba ni desaprueba,PRI,16_54
Ni aprueba ni desaprueba,PRI,16_54
Ni aprueba ni desaprueba,PRI,16_68
Aprueba algo,PRI,16_68
Aprueba mucho,PRI,16_68
Desaprueba algo,Ninguno,16_83
Ns/Nc,PRI,17_11
Aprueba mucho,PRI,17_11
Ni aprueba ni desaprueba,Morena,17_18
Desaprueba algo,PRI,17_18
Desaprueba mucho,PRI,18_17
Desaprueba mucho,PRI,18_17
Desaprueba mucho,PRI,19_4
Desaprueba algo,PRI,19_4
Ni aprueba ni desaprueba,PRI,19_4
Desaprueba algo,PRI,19_4
Desaprueba mucho,PRI,19_26
Desaprueba algo,PRI,19_26
Desaprueba algo,PRI,19_40
Aprueba algo,PRI,19_40
Ni aprueba ni desaprueba,PRI,19_40
Aprueba algo,PRI,19_40
Ni aprueba ni desaprueba,PRI,19_40
Aprueba mucho,PRI,20_37
Aprueba mucho,PRI,20_37
Aprueba mucho,PRI,20_41
Ni aprueba ni desaprueba,Ninguno,20_41
Aprueba mucho,PRI,20_66
Ni aprueba ni desaprueba,PRI,20_147
Aprueba algo,PRI,21_44
Desaprueba algo,PRI,21_44
Ni aprueba ni desaprueba,PRI,21_44
Desaprueba mucho,PRI,21_44
Aprueba algo,PRI,21_44
Aprueba algo,PRI,21_44
Aprueba algo,PRI,21_44
Aprueba algo,PRI,21_115
Aprueba algo,PRI,21_179
Aprueba algo,Ninguno,21_115
Ni aprueba ni desaprueba,PRI,21_115
Aprueba algo,PRI,22_14
Aprueba algo,PRI,22_14
Aprueba algo,PRI,22_14
Aprueba mucho,PRI,23_1
Aprueba mucho,PRI,23_1
Aprueba mucho,PRI,23_1
Aprueba mucho,PRI,23_1
Aprueba mucho,PRI,23_1
Aprueba algo,PRI,23_1
Aprueba mucho,PRI,23_1
Ni aprueba ni desaprueba,PRI,23_1
Ni aprueba ni desaprueba,PRI,24_8
Aprueba algo,PRI,24_8
Aprueba algo,PRI,24_28
Aprueba mucho,PRI,24_54
Aprueba algo,PAN,24_54
Aprueba algo,PRI,24_54
Ns/Nc,PRI,24_54
Desaprueba mucho,PRI,24_54
Ni aprueba ni desaprueba,PRI,25_10
Aprueba algo,PRI,25_10
Desaprueba algo,PAN,25_10
Aprueba algo,PRI,25_10
Ni aprueba ni desaprueba,PRI,25_10
Aprueba mucho,PRI,25_12
Aprueba algo,PAN,25_12
Desaprueba algo,PRI,25_12
Desaprueba mucho,PRI,25_17
Ni aprueba ni desaprueba,PRI,25_17
Aprueba mucho,PRI,26_24
Ni aprueba ni desaprueba,PRI,26_24
Aprueba mucho,PRI,26_55
Aprueba mucho,PRI,26_55
Aprueba mucho,PRI,26_55
Aprueba mucho,PRI,27_4
Aprueba mucho,PRI,27_4
Aprueba mucho,PRI,27_4
Aprueba mucho,PRI,27_12
Aprueba mucho,PRI,27_12
Aprueba mucho,PRI,27_12
Aprueba mucho,PRI,27_12
Ni aprueba ni desaprueba,PRI,28_3
Ni aprueba ni desaprueba,PRI,28_3
Ni aprueba ni desaprueba,PAN,28_22
Aprueba algo,Ninguno,28_22
Aprueba algo,Ninguno,29_35
Aprueba mucho,PRI,29_35
Aprueba algo,PRI,30_41
Aprueba algo,PRI,30_41
Aprueba mucho,PRI,30_41
Aprueba mucho,PRI,30_41
Aprueba mucho,PRI,30_41
Aprueba mucho,PRI,30_41
Aprueba mucho,PRI,30_49
Aprueba mucho,PRI,30_49
Aprueba mucho,PRI,30_49
Aprueba algo,PRI,30_69
Desaprueba algo,PRI,30_69
Desaprueba algo,PRI,30_132
Desaprueba mucho,PRI,30_188
Aprueba algo,PRI,30_192
Aprueba algo,PRI,31_33
Aprueba mucho,PRI,31_33
Aprueba algo,PRI,31_33
Aprueba mucho,PRI,31_38
Aprueba mucho,PRI,31_38
Aprueba algo,PRI,31_38
Aprueba mucho,PRI,31_50
Aprueba mucho,PRI,32_19
Aprueba mucho,PRI,32_39
Desaprueba mucho,PRI,8_37
Aprueba algo,PVEM,7_102
Desaprueba mucho,PVEM,9_7
Desaprueba mucho,PVEM,14_99
Ni aprueba ni desaprueba,Nueva Alianza,8_37
Ni aprueba ni desaprueba,Nueva Alianza,13_5
Aprueba mucho,PRI,15_105
Aprueba algo,PRI,10_12
Ni aprueba ni desaprueba,PRI,15_89
Ni aprueba ni desaprueba,Ns/Nc,26_24
Aprueba mucho,PRI,30_41
Desaprueba algo,PRI,11_20
Ni aprueba ni desaprueba,Ninguno,15_13
Desaprueba algo,Ninguno,15_107
Aprueba algo,Ninguno,11_20
Ni aprueba ni desaprueba,PRI,15_105
Aprueba algo,PRI,29_6
Aprueba algo,PRI,15_66
Ni aprueba ni desaprueba,Ninguno,15_66
Desaprueba algo,Ninguno,22_14
Desaprueba algo,Ninguno,26_24
Desaprueba mucho,Ns/Nc,26_24
Desaprueba algo,PAN,30_188
Ni aprueba ni desaprueba,PRI,5_30
Ni aprueba ni desaprueba,Ninguno,17_7
Desaprueba mucho,Morena,9_5
Ni aprueba ni desaprueba,Morena,9_5
Desaprueba mucho,Ninguno,17_7
Aprueba mucho,PRD,17_18
Desaprueba algo,PRD,31_50
Desaprueba algo,PRD,1_5
Desaprueba mucho,PAN,8_37
Desaprueba algo,PT,9_5
Desaprueba algo,Ninguno,10_12
Ni aprueba ni desaprueba,PT,13_5
Aprueba algo,PT,15_13
Ni aprueba ni desaprueba,Movimiento Ciudadano,17_7
Desaprueba algo,PT,17_7
Aprueba algo,PT,19_4
Ni aprueba ni desaprueba,Ninguno,22_14
Desaprueba mucho,PT,22_14
Ni aprueba ni desaprueba,PT,24_8
Aprueba algo,PT,25_17
Desaprueba algo,Ninguno,30_69
Aprueba algo,Ninguno,32_39
Aprueba algo,PRI,9_5
Desaprueba algo,Morena,9_5
Ni aprueba ni desaprueba,Morena,9_5
Ni aprueba ni desaprueba,Morena,15_9
Desaprueba algo,Morena,15_110
Ni aprueba ni desaprueba,Morena,1_5
Ni aprueba ni desaprueba,Morena,2_2
Ni aprueba ni desaprueba,Morena,2_4
Ni aprueba ni desaprueba,Morena,5_25
Desaprueba algo,PAN,5_25
Desaprueba algo,Ninguno,5_30
Ni aprueba ni desaprueba,Ninguno,5_30
Desaprueba algo,Morena,5_35
Desaprueba mucho,Morena,7_59
Desaprueba mucho,Morena,7_59
Desaprueba mucho,Morena,7_59
Desaprueba mucho,Morena,7_88
Desaprueba mucho,Morena,7_90
Desaprueba mucho,Morena,7_90
Desaprueba mucho,Morena,7_90
Desaprueba mucho,Morena,7_90
Desaprueba mucho,Morena,7_102
Aprueba algo,Morena,8_11
Desaprueba mucho,Morena,8_19
Desaprueba mucho,Morena,9_2
Desaprueba mucho,Ninguno,9_2
Desaprueba mucho,Ninguno,9_2
Desaprueba mucho,Morena,9_2
Desaprueba mucho,Ninguno,9_2
Desaprueba mucho,Ninguno,9_3
Desaprueba mucho,Morena,9_3
Desaprueba algo,Morena,9_5
Aprueba algo,Morena,9_5
Desaprueba algo,Morena,9_5
Desaprueba mucho,Morena,9_5
Desaprueba algo,Morena,9_5
Ni aprueba ni desaprueba,Morena,9_5
Desaprueba algo,Ninguno,9_5
Desaprueba mucho,Ninguno,9_5
Desaprueba algo,Morena,9_5
Desaprueba mucho,Morena,9_5
Aprueba algo,Morena,9_5
Desaprueba algo,Morena,9_5
Desaprueba algo,Morena,9_5
Desaprueba mucho,Morena,9_7
Desaprueba mucho,Ninguno,9_7
Ni aprueba ni desaprueba,Morena,9_7
Desaprueba algo,Morena,9_7
Ni aprueba ni desaprueba,Ninguno,9_7
Desaprueba mucho,Morena,9_7
Desaprueba mucho,Ninguno,9_10
Desaprueba mucho,Morena,9_12
Desaprueba mucho,Ninguno,9_12
Desaprueba mucho,Morena,9_12
Desaprueba algo,Ninguno,9_12
Desaprueba mucho,Morena,9_13
Desaprueba mucho,Morena,9_13
Desaprueba algo,Morena,9_13
Desaprueba algo,Morena,9_17
Desaprueba mucho,Morena,9_17
Desaprueba algo,Ninguno,9_17
Desaprueba mucho,Ninguno,9_17
Desaprueba algo,Morena,9_17
Desaprueba algo,Morena,10_5
Desaprueba algo,Morena,10_12
Desaprueba algo,Morena,10_12
Desaprueba algo,Morena,11_4
Desaprueba algo,Ns/Nc,11_4
Desaprueba mucho,Morena,11_4
Desaprueba algo,Ninguno,11_19
Desaprueba mucho,Morena,11_20
Desaprueba mucho,Morena,11_28
Desaprueba mucho,Morena,11_28
Desaprueba mucho,Morena,11_28
Desaprueba algo,Morena,11_28
Desaprueba algo,Morena,11_41
Desaprueba mucho,Morena,11_42
Desaprueba mucho,Ninguno,12_1
Desaprueba mucho,Morena,12_1
Desaprueba algo,Morena,12_1
Desaprueba mucho,Morena,12_1
Desaprueba mucho,Morena,12_1
Desaprueba mucho,PAN,12_1
Desaprueba mucho,Morena,12_1
Desaprueba mucho,Ninguno,12_29
Desaprueba mucho,Morena,12_29
Desaprueba mucho,Morena,13_3
Desaprueba mucho,Morena,13_3
Desaprueba algo,Ninguno,13_3
Desaprueba algo,Ninguno,13_5
Desaprueba mucho,Ninguno,13_5
Desaprueba algo,Morena,13_5
Desaprueba algo,Morena,13_5
Ni aprueba ni desaprueba,Morena,14_15
Desaprueba algo,Ns/Nc,14_23
Ni aprueba ni desaprueba,Morena,14_23
Desaprueba algo,Morena,14_41
Desaprueba algo,Morena,14_41
Desaprueba algo,Morena,14_41
Ni aprueba ni desaprueba,Morena,14_41
Desaprueba algo,Morena,14_65
Desaprueba mucho,Morena,14_65
Desaprueba mucho,Morena,14_65
Desaprueba mucho,Morena,14_65
Desaprueba mucho,Morena,14_65
Desaprueba algo,Morena,14_72
Desaprueba algo,Morena,14_72
Desaprueba algo,Morena,14_72
Desaprueba algo,Morena,14_118
Desaprueba algo,Morena,14_118
Desaprueba algo,Morena,14_120
Desaprueba algo,Morena,14_120
Desaprueba mucho,Morena,15_9
Desaprueba mucho,Morena,15_9
Desaprueba algo,Morena,15_9
Desaprueba algo,Ninguno,15_9
Desaprueba mucho,Morena,15_13
Aprueba algo,Morena,15_13
Desaprueba mucho,Morena,15_13
Desaprueba mucho,Morena,15_20
Desaprueba mucho,Morena,15_20
Desaprueba mucho,Morena,15_20
Desaprueba algo,Morena,15_25
Desaprueba mucho,Morena,15_25
Aprueba algo,PRD,15_32
Desaprueba mucho,Ns/Nc,15_34
Desaprueba algo,Ninguno,15_34
Ni aprueba ni desaprueba,Ninguno,15_34
Desaprueba algo,Morena,15_52
Desaprueba mucho,Morena,15_52
Desaprueba mucho,Ninguno,15_52
Desaprueba mucho,Morena,15_52
Desaprueba mucho,Ninguno,15_60
Desaprueba algo,Morena,15_60
Desaprueba mucho,Morena,15_60
Ni aprueba ni desaprueba,Morena,15_66
Desaprueba algo,Morena,15_66
Desaprueba mucho,Morena,15_81
Desaprueba mucho,PVEM,15_81
Desaprueba algo,Morena,15_81
Desaprueba mucho,Morena,15_89
Aprueba algo,Morena,15_89
Desaprueba mucho,Morena,15_92
Desaprueba mucho,Ninguno,15_105
Desaprueba mucho,Morena,15_105
Desaprueba mucho,Morena,15_105
Ni aprueba ni desaprueba,PRI,15_105
Aprueba algo,Morena,15_107
Desaprueba algo,Ninguno,15_107
Desaprueba algo,Morena,15_110
Desaprueba mucho,Morena,15_110
Desaprueba mucho,Morena,16_54
Desaprueba mucho,Morena,16_54
Desaprueba mucho,Morena,16_54
Desaprueba mucho,Morena,16_54
Desaprueba algo,Morena,16_54
Desaprueba algo,Morena,16_54
Desaprueba mucho,Morena,16_54
Ni aprueba ni desaprueba,PRI,16_54
Desaprueba mucho,Morena,16_68
Desaprueba mucho,Nueva Alianza,16_68
Desaprueba mucho,Morena,16_83
Desaprueba mucho,Nueva Alianza,16_83
Desaprueba mucho,Morena,17_11
Desaprueba mucho,Morena,17_18
Desaprueba algo,Morena,18_17
Desaprueba algo,PAN,18_17
Desaprueba mucho,Ninguno,19_26
Ni aprueba ni desaprueba,PT,19_26
Ni aprueba ni desaprueba,Morena,19_26
Ni aprueba ni desaprueba,Morena,19_26
Ni aprueba ni desaprueba,Morena,19_40
Desaprueba algo,Morena,19_40
Desaprueba mucho,Morena,19_40
Desaprueba algo,Morena,19_40
Desaprueba algo,Morena,19_40
Ni aprueba ni desaprueba,Morena,19_40
Ni aprueba ni desaprueba,Morena,19_47
Desaprueba algo,Morena,19_47
Desaprueba mucho,Ninguno,19_47
Aprueba algo,Ninguno,19_47
Desaprueba mucho,Morena,20_37
Desaprueba mucho,Morena,20_37
Desaprueba mucho,Morena,20_41
Desaprueba mucho,Morena,20_66
Ni aprueba ni desaprueba,Ninguno,20_66
Desaprueba algo,Morena,20_147
Desaprueba mucho,Morena,20_147
Desaprueba mucho,Ninguno,21_44
Desaprueba algo,Morena,21_44
Desaprueba mucho,Morena,21_44
Desaprueba mucho,Morena,21_44
Ni aprueba ni desaprueba,Ninguno,21_44
Desaprueba algo,Morena,21_111
Desaprueba mucho,Morena,21_111
Desaprueba mucho,Morena,21_111
Desaprueba mucho,Morena,21_115
Desaprueba algo,Morena,21_115
Desaprueba mucho,Morena,21_115
Desaprueba mucho,Morena,21_115
Desaprueba mucho,Ninguno,21_133
Desaprueba algo,Morena,21_133
Desaprueba mucho,Morena,21_133
