percepcion,ideologia,KEY
Acuerdo en parte,PRI,9_12
Desacuerdo,PAN,13_48
Desacuerdo,PAN,16_94
Desacuerdo,PT,14_39
Desacuerdo en parte,Ns/Nc,23_8
Desacuerdo,MORENA,20_338
Desacuerdo,Ns/Nc,30_131
Desacuerdo,Movimiento Ciudadano,30_174
Desacuerdo,Ns/Nc,17_7
Desacuerdo en parte,Ns/Nc,17_22
Desacuerdo,Ns/Nc,12_39
Desacuerdo,Ns/Nc,21_195
Desacuerdo,MORENA,21_195
Desacuerdo,MORENA,15_57
Desacuerdo,MORENA,15_104
Acuerdo en parte,Ns/Nc,15_109
Acuerdo,PRI,25_6
Desacuerdo en parte,Ns/Nc,25_11
Desacuerdo,MORENA,24_11
Desacuerdo,Ns/Nc,5_30
Acuerdo en parte,MORENA,32_40
Desacuerdo en parte,MORENA,19_46
Desacuerdo,PAN,4_2
Acuerdo en parte,Ns/Nc,30_14
Desacuerdo,MORENA,20_67
Ns/Nc,PAN,7_101
Desacuerdo,Ns/Nc,30_87
Desacuerdo,Ns/Nc,30_131
Desacuerdo,Ns/Nc,30_174
Desacuerdo,Ns/Nc,9_3
Desacuerdo,Ns/Nc,17_22
Desacuerdo,Ns/Nc,21_114
Desacuerdo,Maria de Jesus Patricio,15_19
Desacuerdo,PVEM,15_19
Desacuerdo,PAN,16_88
Ns/Nc,PT,15_70
Desacuerdo,Ns/Nc,15_124
Desacuerdo,PRI,3_3
Acuerdo en parte,PRI,11_2
Desacuerdo,Ns/Nc,19_26
Desacuerdo,Ns/Nc,28_28
Ns/Nc,Ns/Nc,11_20
Desacuerdo en parte,Ns/Nc,19_39
Acuerdo en parte,Ns/Nc,4_2
Desacuerdo,PVEM,7_87
Ns/Nc,Ns/Nc,7_101
Ns/Nc,MORENA,20_338
Desacuerdo,PAN,30_174
Ns/Nc,MORENA,21_34
Desacuerdo,Margarita Zavala,17_8
Desacuerdo,MORENA,17_22
Desacuerdo,PT,12_49
Desacuerdo,MORENA,16_88
Desacuerdo,Armando Rios Piter,15_124
Acuerdo en parte,Nueva Alianza,15_99
Desacuerdo,Ns/Nc,15_104
Desacuerdo,Ns/Nc,14_39
Desacuerdo,Ns/Nc,26_18
Desacuerdo,PRD,14_120
Desacuerdo,Ns/Nc,1_1
Acuerdo en parte,PRI,11_2
Desacuerdo,MORENA,24_11
Desacuerdo,PAN,28_32
Desacuerdo,MORENA,5_35
Desacuerdo en parte,PAN,23_5
Desacuerdo,PRD,27_4
Ns/Nc,PRI,30_14
Desacuerdo,PAN,7_96
Ns/Nc,Margarita Zavala,7_101
Desacuerdo,MORENA,30_197
Desacuerdo,Jaime Rodriguez EL BRONCO,17_8
Desacuerdo,Ns/Nc,9_3
Acuerdo en parte,Ns/Nc,15_29
Desacuerdo en parte,Jaime Rodriguez EL BRONCO,15_33
Acuerdo en parte,Ns/Nc,15_58
Acuerdo en parte,Movimiento Ciudadano,15_124
Desacuerdo en parte,MORENA,3_3
Acuerdo,PRI,3_3
Acuerdo,PRI,14_39
Ns/Nc,PAN,2_4
Desacuerdo,PAN,25_6
Acuerdo en parte,PAN,25_11
Acuerdo,PRI,14_120
Acuerdo,PRI,14_120
Desacuerdo,MORENA,24_11
Desacuerdo,PAN,28_22
Acuerdo en parte,Ns/Nc,19_26
Desacuerdo,MORENA,19_26
Desacuerdo,PAN,5_30
Desacuerdo,Ns/Nc,5_30
Acuerdo en parte,MORENA,23_5
Desacuerdo,MORENA,27_4
Desacuerdo,Ns/Nc,20_68
Desacuerdo,MORENA,31_89
Desacuerdo,PRD,7_87
Desacuerdo,MORENA,20_300
Desacuerdo,MORENA,7_96
Desacuerdo,Ns/Nc,7_101
Desacuerdo,Ns/Nc,12_1
Acuerdo,MORENA,29_5
Desacuerdo,MORENA,17_7
Desacuerdo,PAN,21_34
Desacuerdo,Movimiento Ciudadano,17_8
Desacuerdo en parte,Movimiento Ciudadano,9_3
Desacuerdo en parte,MORENA,9_5
Desacuerdo,Ns/Nc,12_28
Desacuerdo en parte,Ns/Nc,9_10
Desacuerdo,MORENA,9_15
Desacuerdo,PAN,15_19
Ns/Nc,MORENA,15_29
Acuerdo,PAN,15_33
Desacuerdo,PAN,16_85
Acuerdo en parte,PRI,15_96
Desacuerdo en parte,Ns/Nc,18_20
Desacuerdo,MORENA,2_1
Acuerdo en parte,PRI,25_6
Desacuerdo,Margarita Zavala,26_18
Desacuerdo,Ns/Nc,8_37
Desacuerdo en parte,Margarita Zavala,14_98
Acuerdo en parte,PRI,14_101
Desacuerdo,Ns/Nc,1_1
Desacuerdo,Jaime Rodriguez EL BRONCO,24_11
Acuerdo en parte,PRI,19_26
Desacuerdo,Ns/Nc,28_32
Desacuerdo,Ns/Nc,19_39
Acuerdo,PRI,27_2
Desacuerdo,MORENA,30_15
Desacuerdo,PAN,23_8
Desacuerdo,MORENA,7_96
Desacuerdo,Ns/Nc,7_101
Desacuerdo,Ns/Nc,7_101
Ns/Nc,Ns/Nc,30_174
Desacuerdo en parte,Ns/Nc,9_2
Desacuerdo,PT,17_8
Desacuerdo,Ns/Nc,9_3
Desacuerdo,MORENA,17_22
Desacuerdo,PT,17_22
Desacuerdo,MORENA,9_5
Ns/Nc,Ns/Nc,12_28
Desacuerdo,Ns/Nc,12_39
Desacuerdo,MORENA,12_49
Desacuerdo,Ns/Nc,21_195
Desacuerdo,Ns/Nc,9_12
Desacuerdo,MORENA,9_15
Ns/Nc,MORENA,6_7
Acuerdo en parte,PRI,13_48
Acuerdo en parte,PRD,15_31
Acuerdo,PRI,13_83
Desacuerdo,PAN,16_94
Acuerdo,PRI,15_70
Ns/Nc,Ns/Nc,8_17
Acuerdo,PRI,25_6
Desacuerdo,PAN,11_2
Acuerdo,PRI,11_17
Acuerdo en parte,PRI,11_17
Desacuerdo,PAN,11_17
Acuerdo en parte,Ns/Nc,32_40
Desacuerdo,Ns/Nc,28_38
Desacuerdo en parte,PAN,5_35
Desacuerdo,PAN,11_20
Acuerdo en parte,PRI,11_20
Acuerdo en parte,PRI,19_46
Acuerdo en parte,PRI,19_39
Desacuerdo,PRI,4_2
Desacuerdo,MORENA,30_124
Desacuerdo,MORENA,30_131
Desacuerdo en parte,Ns/Nc,30_174
Desacuerdo en parte,Ns/Nc,9_2
Desacuerdo,MORENA,21_17
Desacuerdo,MORENA,17_7
Desacuerdo,Ns/Nc,17_8
Desacuerdo,PAN,9_3
Desacuerdo en parte,Ns/Nc,21_114
Desacuerdo,Ns/Nc,21_114
Desacuerdo en parte,MORENA,9_5
Desacuerdo en parte,PT,9_5
Desacuerdo,MORENA,12_49
Desacuerdo,MORENA,9_12
Desacuerdo,Ns/Nc,13_83
Desacuerdo en parte,MORENA,16_85
Desacuerdo,Ns/Nc,15_70
Acuerdo en parte,MORENA,15_70
Desacuerdo en parte,MORENA,15_70
Desacuerdo,Ns/Nc,15_96
Ns/Nc,Ns/Nc,15_106
Desacuerdo,MORENA,3_3
Desacuerdo,Ns/Nc,10_5
Desacuerdo,MORENA,25_6
Desacuerdo,PAN,14_39
Desacuerdo,Ns/Nc,2_4
Desacuerdo,Ns/Nc,2_4
Acuerdo,PRI,14_39
Acuerdo,PRI,14_101
Desacuerdo,MORENA,14_120
Ns/Nc,Ns/Nc,1_1
Acuerdo en parte,PRI,19_26
Desacuerdo,MORENA,11_17
Ns/Nc,Movimiento Ciudadano,11_17
Desacuerdo,PAN,5_35
Desacuerdo,PRD,11_20
Acuerdo en parte,PRI,19_46
Acuerdo en parte,PRI,19_39
Desacuerdo,Movimiento Ciudadano,30_14
Desacuerdo en parte,PRI,31_89
Desacuerdo,PAN,23_8
Desacuerdo,MORENA,30_197
Acuerdo en parte,Ns/Nc,17_8
Acuerdo,PRI,9_5
Acuerdo en parte,MORENA,12_28
Desacuerdo,MORENA,9_5
Desacuerdo,PT,9_12
Desacuerdo,Margarita Zavala,6_7
Desacuerdo,Ns/Nc,13_56
Acuerdo,Ns/Nc,15_31
Acuerdo en parte,PRI,16_85
Desacuerdo,MORENA,15_124
Desacuerdo,Ns/Nc,15_99
Desacuerdo,PAN,2_1
Desacuerdo,PAN,26_30
Desacuerdo,PRI,26_18
Acuerdo,MORENA,26_18
Desacuerdo,MORENA,14_98
Desacuerdo,Ns/Nc,24_11
Acuerdo en parte,PRI,28_22
Acuerdo en parte,PRI,5_30
Desacuerdo,MORENA,28_32
Desacuerdo,PAN,11_17
Desacuerdo en parte,Movimiento Ciudadano,5_35
Desacuerdo,PAN,11_20
Desacuerdo,PT,11_20
Desacuerdo,PAN,23_5
Acuerdo,PAN,27_2
Desacuerdo en parte,Ns/Nc,31_47
Desacuerdo,PRI,20_67
Desacuerdo,Ns/Nc,31_89
Desacuerdo,MORENA,7_101
Acuerdo en parte,PAN,20_338
Desacuerdo en parte,MORENA,9_2
Desacuerdo en parte,Ns/Nc,9_5
Desacuerdo,MORENA,12_39
Acuerdo,Ns/Nc,9_12
Desacuerdo,Margarita Zavala,9_15
Desacuerdo,Ns/Nc,6_7
Desacuerdo en parte,Nueva Alianza,15_29
Acuerdo,PRI,15_29
Desacuerdo en parte,PRI,15_57
Acuerdo en parte,Ns/Nc,15_99
Desacuerdo,MORENA,15_106
Desacuerdo,Ns/Nc,18_20
Desacuerdo,Movimiento Ciudadano,18_20
Desacuerdo,Ns/Nc,2_1
Ns/Nc,PRI,8_17
Desacuerdo en parte,MORENA,14_39
Ns/Nc,MORENA,26_42
Acuerdo en parte,MORENA,8_37
Desacuerdo,Jaime Rodriguez EL BRONCO,25_11
Acuerdo,PAN,14_120
Desacuerdo,PAN,14_120
Acuerdo en parte,PRI,11_17
Desacuerdo,MORENA,24_28
Desacuerdo,PRD,32_40
Acuerdo en parte,PRI,19_46
Desacuerdo,Ns/Nc,23_8
Desacuerdo,Ns/Nc,7_96
Desacuerdo,Margarita Zavala,7_101
Desacuerdo,Ns/Nc,21_34
Acuerdo en parte,PAN,12_28
Desacuerdo,MORENA,12_49
Desacuerdo en parte,Ns/Nc,9_10
Acuerdo en parte,PRI,16_85
Acuerdo en parte,Ns/Nc,15_96
Desacuerdo,Armando Rios Piter,15_106
Desacuerdo,Ns/Nc,2_4
Desacuerdo,PAN,28_22
Acuerdo en parte,PRI,19_26
Desacuerdo en parte,Movimiento Ciudadano,5_35
Desacuerdo,MORENA,32_40
Desacuerdo,MORENA,28_38
Desacuerdo,PRD,27_2
Acuerdo,PRI,9_3
Desacuerdo,Armando Rios Piter,12_49
Desacuerdo en parte,Margarita Zavala,9_15
Desacuerdo,Ns/Nc,13_56
Acuerdo en parte,PRI,16_94
Acuerdo en parte,PRI,10_5
Acuerdo en parte,PRI,26_30
Acuerdo en parte,PRI,26_30
Desacuerdo,PAN,14_39
Desacuerdo,Margarita Zavala,26_42
Ns/Nc,Ns/Nc,2_4
Desacuerdo,PAN,1_1
Acuerdo en parte,PRI,28_22
Acuerdo en parte,PRI,28_32
Acuerdo en parte,PRI,19_46
Desacuerdo,Ns/Nc,19_46
Desacuerdo,PAN,4_2
Desacuerdo,PAN,23_5
Desacuerdo,PAN,27_2
Desacuerdo,PRD,27_4
Desacuerdo,PRI,30_14
Desacuerdo,MORENA,20_300
Desacuerdo,MORENA,7_101
Desacuerdo,Ns/Nc,12_1
Desacuerdo,MORENA,9_3
Desacuerdo,PRI,9_10
Acuerdo en parte,PRI,9_10
Acuerdo,PRI,15_19
Desacuerdo,Maria de Jesus Patricio,13_48
Desacuerdo,Ns/Nc,13_83
Desacuerdo,Margarita Zavala,15_33
Ns/Nc,Ns/Nc,16_85
Desacuerdo,MORENA,15_57
Acuerdo en parte,MORENA,15_57
Acuerdo,PRI,3_3
Desacuerdo,PAN,26_42
Acuerdo,PRI,25_6
Acuerdo en parte,Ns/Nc,25_6
Acuerdo en parte,Ns/Nc,25_11
Desacuerdo,MORENA,25_11
Desacuerdo,MORENA,14_98
Acuerdo en parte,Ns/Nc,14_120
Desacuerdo,PAN,1_1
Desacuerdo,PAN,11_2
Acuerdo en parte,PRI,11_2
Acuerdo en parte,PRI,28_28
Desacuerdo,PAN,11_17
Desacuerdo,PT,11_17
Desacuerdo,MORENA,11_17
Desacuerdo,PAN,11_17
Desacuerdo,PAN,28_38
Acuerdo en parte,PRI,11_20
Acuerdo en parte,PVEM,11_20
Ns/Nc,PAN,4_2
Acuerdo en parte,PAN,30_15
Acuerdo,PRI,20_67
Desacuerdo,MORENA,7_87
Desacuerdo,MORENA,7_101
Desacuerdo,MORENA,30_131
Desacuerdo,MORENA,30_174
Desacuerdo,Ns/Nc,9_2
Desacuerdo,Pedro Ferriz de Con,21_34
Desacuerdo,MORENA,17_22
Desacuerdo en parte,Ns/Nc,9_5
Desacuerdo en parte,Ns/Nc,9_5
Desacuerdo,Ns/Nc,9_5
Desacuerdo,Ns/Nc,9_12
Desacuerdo,PAN,9_15
Desacuerdo,Ns/Nc,6_7
Acuerdo,PRI,13_48
Desacuerdo en parte,Jaime Rodriguez EL BRONCO,15_33
Desacuerdo,MORENA,16_85
Acuerdo en parte,Ns/Nc,16_88
Desacuerdo,Ns/Nc,15_47
Desacuerdo,Ns/Nc,15_57
Desacuerdo,MORENA,15_58
Acuerdo en parte,PAN,8_21
Desacuerdo en parte,PRI,24_7
Desacuerdo en parte,Ns/Nc,24_11
Acuerdo en parte,PRI,24_11
Desacuerdo en parte,PRI,19_26
Acuerdo en parte,PRI,28_32
Desacuerdo,PRD,11_17
Desacuerdo,PAN,28_38
Desacuerdo,MORENA,27_4
Acuerdo en parte,PVEM,7_87
Desacuerdo,MORENA,7_101
Desacuerdo,Ns/Nc,17_8
Acuerdo en parte,PAN,9_3
Desacuerdo en parte,Ns/Nc,9_5
Acuerdo en parte,PRI,9_12
Desacuerdo en parte,Ns/Nc,15_31
Desacuerdo,Ns/Nc,15_96
Acuerdo en parte,MORENA,15_99
Acuerdo en parte,PRI,15_109
Ns/Nc,Ns/Nc,8_17
Desacuerdo en parte,PAN,10_5
Desacuerdo,Movimiento Ciudadano,14_120
Acuerdo,PRI,14_120
Desacuerdo,PAN,1_1
Desacuerdo,PAN,11_2
Desacuerdo en parte,PRI,19_26
Desacuerdo en parte,PRI,5_30
Desacuerdo,PAN,28_28
Desacuerdo,PAN,11_17
Acuerdo en parte,PRI,11_20
Acuerdo en parte,PRI,30_14
Ns/Nc,Ns/Nc,30_14
Ns/Nc,Ns/Nc,30_14
Acuerdo en parte,Movimiento Ciudadano,20_68
Desacuerdo en parte,PRI,31_89
Desacuerdo,PAN,31_89
Desacuerdo,PAN,7_96
Desacuerdo,Pedro Ferriz de Con,21_34
Desacuerdo,MORENA,12_28
Acuerdo,PRI,9_5
Desacuerdo,PAN,9_5
Desacuerdo,PT,12_39
Desacuerdo,PAN,21_195
Desacuerdo,Ns/Nc,9_12
Desacuerdo,Margarita Zavala,15_47
Acuerdo en parte,PAN,15_57
Desacuerdo,Pedro Ferriz de Con,15_57
Desacuerdo,MORENA,14_9
Ns/Nc,Ns/Nc,2_1
Desacuerdo,PAN,2_1
Desacuerdo en parte,PAN,26_30
Desacuerdo,PAN,25_6
Desacuerdo en parte,Movimiento Ciudadano,14_98
Acuerdo,MORENA,14_98
Desacuerdo,PRD,14_120
Acuerdo,PRI,14_120
Desacuerdo,PAN,1_1
Acuerdo en parte,PRI,28_28
Desacuerdo,Ns/Nc,28_32
Acuerdo,PRI,24_28
Desacuerdo en parte,Maria de Jesus Patricio,5_35
Desacuerdo en parte,Margarita Zavala,32_40
Acuerdo en parte,Ns/Nc,5_35
Desacuerdo en parte,PAN,31_47
Desacuerdo en parte,PRI,31_47
Desacuerdo,MORENA,30_15
Desacuerdo,Ns/Nc,31_89
Acuerdo en parte,PRI,31_89
Desacuerdo,MORENA,31_89
Desacuerdo en parte,PT,23_8
Desacuerdo en parte,Ns/Nc,9_2
Desacuerdo,Ns/Nc,17_8
Desacuerdo,Ns/Nc,9_5
Desacuerdo,Ns/Nc,21_195
Desacuerdo en parte,Ns/Nc,9_12
Desacuerdo en parte,PT,9_12
Acuerdo,PRI,9_15
Acuerdo,PRI,16_88
Desacuerdo,PRI,8_17
Desacuerdo,PAN,8_21
Desacuerdo,MORENA,14_98
Desacuerdo,MORENA,11_2
Desacuerdo,PAN,19_26
Acuerdo,PRI,19_26
Desacuerdo,PAN,11_17
Desacuerdo,MORENA,24_28
Acuerdo en parte,Margarita Zavala,5_35
Desacuerdo,PAN,19_46
Desacuerdo,PAN,19_39
Desacuerdo,PAN,19_39
Acuerdo,PRI,23_5
Desacuerdo,Ns/Nc,7_96
Desacuerdo,MORENA,7_101
Desacuerdo,Ns/Nc,30_124
Desacuerdo,PVEM,30_124
Desacuerdo,Ns/Nc,30_174
Desacuerdo,Ns/Nc,9_2
Acuerdo,PRI,9_3
Desacuerdo,Ns/Nc,9_5
Desacuerdo,Ns/Nc,9_12
Desacuerdo en parte,PAN,9_12
Acuerdo en parte,PRI,15_31
Desacuerdo,Ns/Nc,15_33
Desacuerdo,PRD,16_94
Acuerdo en parte,PRI,15_124
Acuerdo en parte,Ns/Nc,15_106
Desacuerdo,PAN,14_98
Desacuerdo,MORENA,14_101
Desacuerdo,MORENA,28_22
Ns/Nc,Ns/Nc,11_17
Desacuerdo en parte,MORENA,5_35
Acuerdo en parte,MORENA,4_2
Desacuerdo,MORENA,27_2
Desacuerdo,MORENA,27_4
Desacuerdo,Ns/Nc,31_47
Desacuerdo,Ns/Nc,30_14
Desacuerdo en parte,PAN,31_89
Desacuerdo,PAN,7_87
Ns/Nc,Ns/Nc,7_101
Desacuerdo en parte,PT,12_1
Desacuerdo,Ns/Nc,21_17
Desacuerdo,Ns/Nc,9_3
Desacuerdo,MORENA,9_5
Desacuerdo,MORENA,21_195
Desacuerdo en parte,MORENA,9_10
Desacuerdo,Ns/Nc,13_48
Acuerdo en parte,PRI,15_29
Desacuerdo,PRI,15_57
Acuerdo,PRI,15_58
Desacuerdo en parte,MORENA,15_106
Desacuerdo en parte,Margarita Zavala,3_3
Desacuerdo,MORENA,26_30
Desacuerdo,Ns/Nc,25_6
Ns/Nc,Ns/Nc,26_42
Desacuerdo en parte,Margarita Zavala,25_6
Desacuerdo,PAN,8_37
Ns/Nc,Ns/Nc,11_2
Ns/Nc,Margarita Zavala,11_2
Acuerdo en parte,PRI,5_30
Acuerdo en parte,PRI,28_28
Desacuerdo en parte,PAN,28_28
Acuerdo en parte,PVEM,11_17
Desacuerdo,MORENA,24_28
Desacuerdo,MORENA,24_28
Desacuerdo en parte,PAN,32_40
Acuerdo en parte,PRD,30_14
Desacuerdo,MORENA,20_68
Desacuerdo,MORENA,20_300
Desacuerdo,MORENA,21_34
Desacuerdo en parte,PRI,9_5
Ns/Nc,PAN,21_114
Desacuerdo,Ns/Nc,21_195
Desacuerdo,MORENA,9_12
Desacuerdo en parte,Ns/Nc,9_15
Desacuerdo,Armando Rios Piter,15_19
Desacuerdo,PAN,15_29
Desacuerdo,MORENA,16_94
Acuerdo,PRI,15_57
Ns/Nc,Ns/Nc,8_17
Desacuerdo,MORENA,14_101
Desacuerdo,MORENA,1_1
Desacuerdo,PAN,28_22
Desacuerdo,PAN,19_26
Desacuerdo en parte,Jaime Rodriguez EL BRONCO,5_30
Desacuerdo,Ns/Nc,5_35
Desacuerdo,PAN,19_46
Desacuerdo en parte,Ns/Nc,30_197
Desacuerdo en parte,Ns/Nc,9_2
Desacuerdo,PRD,9_3
Desacuerdo,PRD,9_3
Acuerdo,PRI,9_3
Desacuerdo en parte,Margarita Zavala,9_10
Desacuerdo,Ns/Nc,9_12
Desacuerdo,MORENA,16_88
Acuerdo en parte,PVEM,15_47
Desacuerdo,Ns/Nc,15_57
Acuerdo en parte,MORENA,15_58
Acuerdo en parte,PRI,15_70
Acuerdo en parte,PRI,15_96
Desacuerdo,Movimiento Ciudadano,18_20
Desacuerdo,MORENA,14_9
Acuerdo en parte,PRI,10_5
Acuerdo,PRD,14_39
Acuerdo en parte,PRI,14_39
Acuerdo,PRI,14_101
Desacuerdo en parte,PRI,1_1
Acuerdo en parte,PAN,31_47
Desacuerdo,MORENA,31_47
Desacuerdo,MORENA,20_68
Acuerdo,PRI,9_5
Acuerdo,PRI,9_12
Desacuerdo,MORENA,16_94
Acuerdo en parte,PRI,3_3
Desacuerdo,MORENA,19_26
Acuerdo en parte,PRI,11_17
Desacuerdo,Ns/Nc,28_38
Desacuerdo en parte,PAN,5_35
Desacuerdo,PAN,19_46
Desacuerdo,MORENA,23_5
Acuerdo en parte,MORENA,27_2
Desacuerdo,MORENA,27_4
Desacuerdo,PAN,30_15
Acuerdo en parte,PRD,20_67
Desacuerdo,MORENA,7_87
Desacuerdo,MORENA,20_300
Acuerdo,Ns/Nc,30_124
Ns/Nc,Ns/Nc,30_124
Desacuerdo,Pedro Ferriz de Con,29_5
Desacuerdo,Ns/Nc,12_28
Desacuerdo,PAN,12_39
Acuerdo en parte,PRI,13_48
Desacuerdo,Ns/Nc,15_29
Desacuerdo,PRI,16_88
Desacuerdo,PAN,15_57
Desacuerdo,Ns/Nc,15_106
Desacuerdo,MORENA,26_30
Desacuerdo,Movimiento Ciudadano,14_39
Desacuerdo,MORENA,8_21
Desacuerdo,PAN,30_15
Desacuerdo,PAN,7_101
Desacuerdo,PRI,30_124
Desacuerdo,Ns/Nc,21_17
Desacuerdo,MORENA,21_114
Desacuerdo,PAN,16_85
Desacuerdo,Ns/Nc,15_70
Desacuerdo,Ns/Nc,15_109
Acuerdo,PRI,18_20
Desacuerdo,Ns/Nc,14_39
Acuerdo en parte,PRI,2_4
Desacuerdo,PAN,8_37
Desacuerdo,PAN,14_101
Desacuerdo,MORENA,1_1
Desacuerdo,Margarita Zavala,24_7
Desacuerdo en parte,PAN,19_26
Desacuerdo en parte,Ns/Nc,5_35
Desacuerdo,PAN,19_46
Acuerdo en parte,Ns/Nc,31_47
Acuerdo,PRI,23_8
Desacuerdo,Ns/Nc,7_96
Acuerdo,PAN,21_17
Desacuerdo,Ns/Nc,9_15
Desacuerdo,PT,6_7
Desacuerdo,Ns/Nc,15_19
Desacuerdo en parte,PVEM,15_47
Acuerdo en parte,PRI,15_99
Desacuerdo,PAN,14_9
Acuerdo,PRI,3_3
Ns/Nc,Ns/Nc,8_17
Ns/Nc,Ns/Nc,2_4
Desacuerdo,Ns/Nc,2_4
Desacuerdo,Armando Rios Piter,14_39
Desacuerdo,Margarita Zavala,8_37
Desacuerdo en parte,PAN,19_26
Desacuerdo,MORENA,11_17
Desacuerdo,PAN,19_46
Desacuerdo,MORENA,19_46
Desacuerdo,MORENA,30_15
Desacuerdo,PRD,20_338
Desacuerdo,Ns/Nc,30_124
Ns/Nc,Margarita Zavala,30_174
Desacuerdo,PRD,29_5
Acuerdo en parte,PRI,9_3
Desacuerdo,MORENA,17_22
Desacuerdo en parte,Ns/Nc,9_5
Acuerdo,PRI,9_5
Desacuerdo en parte,Ns/Nc,9_5
Desacuerdo,MORENA,12_39
Desacuerdo,Ns/Nc,9_12
Desacuerdo en parte,PAN,13_48
Acuerdo,PRI,13_56
Desacuerdo,Ns/Nc,16_85
Acuerdo en parte,PRI,15_57
Desacuerdo,PRI,15_104
Desacuerdo,MORENA,2_1
Desacuerdo en parte,PRD,10_5
Acuerdo en parte,PRI,14_39
Desacuerdo,Ns/Nc,2_4
Ns/Nc,Ns/Nc,25_11
Desacuerdo,PAN,14_120
Desacuerdo,MORENA,1_1
Desacuerdo en parte,Ns/Nc,24_7
Desacuerdo,Ns/Nc,28_22
Acuerdo en parte,PRI,11_17
Acuerdo en parte,PRI,5_35
Desacuerdo en parte,PRD,11_20
Acuerdo,Ns/Nc,4_2
Desacuerdo,Margarita Zavala,23_5
Acuerdo en parte,MORENA,30_87
Desacuerdo,PAN,17_7
Acuerdo,PRI,9_3
Desacuerdo,Margarita Zavala,9_3
Desacuerdo,MORENA,17_22
Desacuerdo,Ns/Nc,12_28
Desacuerdo,Ns/Nc,12_39
Desacuerdo,Ns/Nc,9_10
Desacuerdo,MORENA,6_7
