MAPA,CVE_ENT,NOM_ENT,NOM_ABR,CVE_MUN,NOM_MUN,CVE_CAB,NOM_CAB,POB_TOTAL,POB_MASCULINA,POB_FEMENINA,TOTAL DE VIVIENDAS HABITADAS
20,20,OAXACA,OAX.,251,SAN MATEO NEJAPAM,1,SAN MATEO NEJAPAM,1217,564,653,302
20,20,OAXACA,OAX.,252,SAN MATEO PEÑASCO,1,SAN MATEO PEÑASCO,2384,1120,1264,616
20,20,OAXACA,OAX.,253,SAN MATEO PIÑAS,1,SAN MATEO PIÑAS,2021,1026,995,641
20,20,OAXACA,OAX.,254,SAN MATEO RIO HONDO,1,SAN MATEO RIO HONDO,3207,1571,1636,845
20,20,OAXACA,OAX.,255,SAN MATEO SINDIHUI,1,SAN MATEO SINDIHUI,1977,932,1045,504
20,20,OAXACA,OAX.,256,SAN MATEO TLAPILTEPEC,1,SAN MATEO TLAPILTEPEC,229,111,118,68
20,20,OAXACA,OAX.,257,SAN MELCHOR BETAZA,1,SAN MELCHOR BETAZA,1052,504,548,330
20,20,OAXACA,OAX.,258,SAN MIGUEL ACHIUTLA,1,SAN MIGUEL ACHIUTLA,698,350,348,251
20,20,OAXACA,OAX.,259,SAN MIGUEL AHUEHUETITLAN,1,SAN MIGUEL AHUEHUETITLAN,2142,1033,1109,527
20,20,OAXACA,OAX.,260,SAN MIGUEL ALOAPAM,1,SAN MIGUEL ALOAPAM,2191,998,1193,572
20,20,OAXACA,OAX.,261,SAN MIGUEL AMATITLAN,1,SAN MIGUEL AMATITLAN,6932,3343,3589,1583
20,20,OAXACA,OAX.,262,SAN MIGUEL AMATLAN,1,SAN MIGUEL AMATLAN,991,473,518,291
20,20,OAXACA,OAX.,263,SAN MIGUEL COATLAN,1,SAN MIGUEL COATLAN,3184,1459,1725,864
20,20,OAXACA,OAX.,264,SAN MIGUEL CHICAHUA,1,SAN MIGUEL CHICAHUA,2169,971,1198,631
20,20,OAXACA,OAX.,265,SAN MIGUEL CHIMALAPA,1,SAN MIGUEL CHIMALAPA,6711,3415,3296,2023
20,20,OAXACA,OAX.,266,SAN MIGUEL DEL PUERTO,1,SAN MIGUEL DEL PUERTO,8551,4268,4283,2380
20,20,OAXACA,OAX.,267,SAN MIGUEL DEL RIO,1,SAN MIGUEL DEL RIO,245,122,123,76
20,20,OAXACA,OAX.,268,SAN MIGUEL EJUTLA,1,SAN MIGUEL EJUTLA,1149,536,613,307
20,20,OAXACA,OAX.,269,SAN MIGUEL EL GRANDE,1,SAN MIGUEL EL GRANDE,4313,2008,2305,1320
20,20,OAXACA,OAX.,270,SAN MIGUEL HUAUTLA,1,SAN MIGUEL HUAUTLA,1311,615,696,390
20,20,OAXACA,OAX.,271,SAN MIGUEL MIXTEPEC,1,SAN MIGUEL MIXTEPEC,3194,1582,1612,624
20,20,OAXACA,OAX.,272,SAN MIGUEL PANIXTLAHUACA,1,SAN MIGUEL PANIXTLAHUACA,6252,2758,3494,1229
20,20,OAXACA,OAX.,273,SAN MIGUEL PERAS,1,SAN MIGUEL PERAS,3818,1822,1996,876
20,20,OAXACA,OAX.,274,SAN MIGUEL PIEDRAS,1,SAN MIGUEL PIEDRAS,1328,636,692,352
20,20,OAXACA,OAX.,275,SAN MIGUEL QUETZALTEPEC,1,SAN MIGUEL QUETZALTEPEC,7286,3530,3756,2053
20,20,OAXACA,OAX.,276,SAN MIGUEL SANTA FLOR,1,SAN MIGUEL SANTA FLOR,691,361,330,219
20,20,OAXACA,OAX.,277,VILLA SOLA DE VEGA,1,VILLA SOLA DE VEGA,12350,5955,6395,3221
20,20,OAXACA,OAX.,278,SAN MIGUEL SOYALTEPEC,1,TEMASCAL,38682,18612,20070,10427
20,20,OAXACA,OAX.,279,SAN MIGUEL SUCHIXTEPEC,1,SAN MIGUEL SUCHIXTEPEC,2932,1401,1531,666
20,20,OAXACA,OAX.,280,VILLA TALEA DE CASTRO,1,VILLA TALEA DE CASTRO,2011,945,1066,709
20,20,OAXACA,OAX.,281,SAN MIGUEL TECOMATLAN,1,SAN MIGUEL TECOMATLAN,305,152,153,117
20,20,OAXACA,OAX.,282,SAN MIGUEL TENANGO,1,SAN MIGUEL TENANGO,653,334,319,226
20,20,OAXACA,OAX.,283,SAN MIGUEL TEQUIXTEPEC,1,SAN MIGUEL TEQUIXTEPEC,1044,496,548,318
20,20,OAXACA,OAX.,284,SAN MIGUEL TILQUIAPAM,1,SAN MIGUEL TILQUIAPAM,3141,1415,1726,689
20,20,OAXACA,OAX.,285,SAN MIGUEL TLACAMAMA,1,SAN MIGUEL TLACAMAMA,3668,1786,1882,1020
20,20,OAXACA,OAX.,286,SAN MIGUEL TLACOTEPEC,1,SAN MIGUEL TLACOTEPEC,3100,1432,1668,913
20,20,OAXACA,OAX.,287,SAN MIGUEL TULANCINGO,1,SAN MIGUEL TULANCINGO,307,134,173,103
20,20,OAXACA,OAX.,288,SAN MIGUEL YOTAO,1,SAN MIGUEL YOTAO,585,272,313,179
20,20,OAXACA,OAX.,289,SAN NICOLAS,1,SAN NICOLAS,1214,580,634,374
20,20,OAXACA,OAX.,290,SAN NICOLAS HIDALGO,1,SAN NICOLAS HIDALGO,1043,499,544,269
20,20,OAXACA,OAX.,291,SAN PABLO COATLAN,1,SAN PABLO COATLAN,4308,2107,2201,1102
20,20,OAXACA,OAX.,292,SAN PABLO CUATRO VENADOS,1,SAN PABLO CUATRO VENADOS,1510,718,792,346
20,20,OAXACA,OAX.,293,SAN PABLO ETLA,1,SAN PABLO ETLA,17116,8033,9083,5054
20,20,OAXACA,OAX.,294,SAN PABLO HUITZO,1,SAN PABLO HUITZO,7035,3318,3717,1903
20,20,OAXACA,OAX.,295,SAN PABLO HUIXTEPEC,1,SAN PABLO HUIXTEPEC,10020,4721,5299,2688
20,20,OAXACA,OAX.,296,SAN PABLO MACUILTIANGUIS,1,SAN PABLO MACUILTIANGUIS,955,478,477,307
20,20,OAXACA,OAX.,297,SAN PABLO TIJALTEPEC,1,SAN PABLO TIJALTEPEC,2751,1277,1474,610
20,20,OAXACA,OAX.,298,SAN PABLO VILLA DE MITLA,1,SAN PABLO VILLA DE MITLA,13587,6526,7061,3619
20,20,OAXACA,OAX.,299,SAN PABLO YAGANIZA,1,SAN PABLO YAGANIZA,1125,543,582,323
20,20,OAXACA,OAX.,300,SAN PEDRO AMUZGOS,1,SAN PEDRO AMUZGOS,6632,3080,3552,1888
20,20,OAXACA,OAX.,301,SAN PEDRO APOSTOL,1,SAN PEDRO APOSTOL,1594,747,847,454
20,20,OAXACA,OAX.,302,SAN PEDRO ATOYAC,1,SAN PEDRO ATOYAC,4559,2113,2446,1119
20,20,OAXACA,OAX.,303,SAN PEDRO CAJONOS,1,SAN PEDRO CAJONOS,1081,495,586,361
20,20,OAXACA,OAX.,304,SAN PEDRO COXCALTEPEC CANTAROS,1,SAN PEDRO COXCALTEPEC CANTAROS,716,334,382,231
20,20,OAXACA,OAX.,305,SAN PEDRO COMITANCILLO,1,SAN PEDRO COMITANCILLO,4333,2065,2268,1434
20,20,OAXACA,OAX.,306,SAN PEDRO EL ALTO,1,SAN PEDRO EL ALTO,4654,2256,2398,999
20,20,OAXACA,OAX.,307,SAN PEDRO HUAMELULA,1,SAN PEDRO HUAMELULA,9735,4802,4933,3105
20,20,OAXACA,OAX.,308,SAN PEDRO HUILOTEPEC,1,SAN PEDRO HUILOTEPEC,3307,1623,1684,869
20,20,OAXACA,OAX.,309,SAN PEDRO IXCATLAN,1,SAN PEDRO IXCATLAN,10368,4976,5392,2865
20,20,OAXACA,OAX.,310,SAN PEDRO IXTLAHUACA,1,SAN PEDRO IXTLAHUACA,14552,7118,7434,3706
20,20,OAXACA,OAX.,311,SAN PEDRO JALTEPETONGO,1,SAN PEDRO JALTEPETONGO,483,231,252,161
20,20,OAXACA,OAX.,312,SAN PEDRO JICAYAN,1,SAN PEDRO JICAYAN,11279,5272,6007,2691
20,20,OAXACA,OAX.,313,SAN PEDRO JOCOTIPAC,1,SAN PEDRO JOCOTIPAC,730,341,389,270
20,20,OAXACA,OAX.,314,SAN PEDRO JUCHATENGO,1,SAN PEDRO JUCHATENGO,1755,842,913,493
20,20,OAXACA,OAX.,315,SAN PEDRO MARTIR,1,SAN PEDRO MARTIR,1899,867,1032,491
20,20,OAXACA,OAX.,316,SAN PEDRO MARTIR QUIECHAPA,1,SAN PEDRO MARTIR QUIECHAPA,738,346,392,219
20,20,OAXACA,OAX.,317,SAN PEDRO MARTIR YUCUXACO,1,SAN PEDRO MARTIR YUCUXACO,1257,599,658,431
20,20,OAXACA,OAX.,318,SAN PEDRO MIXTEPEC,1,SAN PEDRO MIXTEPEC DISTRITO 22,49780,24008,25772,13918
20,20,OAXACA,OAX.,319,SAN PEDRO MIXTEPEC,1,SAN PEDRO MIXTEPEC DISTRITO 26,972,468,504,321
20,20,OAXACA,OAX.,320,SAN PEDRO MOLINOS,1,SAN PEDRO MOLINOS,706,339,367,226
20,20,OAXACA,OAX.,321,SAN PEDRO NOPALA,1,SAN PEDRO NOPALA,751,358,393,201
20,20,OAXACA,OAX.,322,SAN PEDRO OCOPETATILLO,1,SAN PEDRO OCOPETATILLO,786,348,438,245
20,20,OAXACA,OAX.,323,SAN PEDRO OCOTEPEC,1,SAN PEDRO OCOTEPEC,2404,1196,1208,556
20,20,OAXACA,OAX.,324,SAN PEDRO POCHUTLA,1,SAN PEDRO POCHUTLA,48204,23519,24685,12727
20,20,OAXACA,OAX.,325,SAN PEDRO QUIATONI,1,SAN PEDRO QUIATONI,11930,5781,6149,3137
20,20,OAXACA,OAX.,326,SAN PEDRO SOCHIAPAM,1,SAN PEDRO SOCHIAPAM,5052,2438,2614,1211
20,20,OAXACA,OAX.,327,SAN PEDRO TAPANATEPEC,1,SAN PEDRO TAPANATEPEC,15479,7614,7865,4561
20,20,OAXACA,OAX.,328,SAN PEDRO TAVICHE,1,SAN PEDRO TAVICHE,1441,691,750,359
20,20,OAXACA,OAX.,329,SAN PEDRO TEOZACOALCO,1,SAN PEDRO TEOZACOALCO,1153,575,578,350
20,20,OAXACA,OAX.,330,SAN PEDRO TEUTILA,1,SAN PEDRO TEUTILA,4296,2100,2196,1172
20,20,OAXACA,OAX.,331,SAN PEDRO TIDAA,1,SAN PEDRO TIDAA,982,451,531,332
20,20,OAXACA,OAX.,332,SAN PEDRO TOPILTEPEC,1,SAN PEDRO TOPILTEPEC,373,183,190,131
20,20,OAXACA,OAX.,333,SAN PEDRO TOTOLAPAM,1,SAN PEDRO TOTOLAPAM,3294,1637,1657,947
20,20,OAXACA,OAX.,334,VILLA DE TUTUTEPEC,1,VILLA DE TUTUTEPEC,50541,24533,26008,14836
20,20,OAXACA,OAX.,335,SAN PEDRO YANERI,1,SAN PEDRO YANERI,867,418,449,252
20,20,OAXACA,OAX.,336,SAN PEDRO YOLOX,1,SAN PEDRO YOLOX,1697,819,878,493
20,20,OAXACA,OAX.,337,SAN PEDRO Y SAN PABLO AYUTLA,1,SAN PEDRO Y SAN PABLO AYUTLA,5616,2533,3083,1610
20,20,OAXACA,OAX.,338,VILLA DE ETLA,1,VILLA DE ETLA,10361,4992,5369,2690
20,20,OAXACA,OAX.,339,SAN PEDRO Y SAN PABLO TEPOSCOLULA,1,SAN PEDRO Y SAN PABLO TEPOSCOLULA,4353,2054,2299,1227
20,20,OAXACA,OAX.,340,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,1747,800,947,625
20,20,OAXACA,OAX.,341,SAN PEDRO YUCUNAMA,1,SAN PEDRO YUCUNAMA,241,109,132,73
20,20,OAXACA,OAX.,342,SAN RAYMUNDO JALPAN,1,SAN RAYMUNDO JALPAN,4105,1919,2186,1291
20,20,OAXACA,OAX.,343,SAN SEBASTIAN ABASOLO,1,SAN SEBASTIAN ABASOLO,1999,948,1051,568
20,20,OAXACA,OAX.,344,SAN SEBASTIAN COATLAN,1,SAN SEBASTIAN COATLAN,2809,1359,1450,808
20,20,OAXACA,OAX.,345,SAN SEBASTIAN IXCAPA,1,SAN SEBASTIAN IXCAPA,4188,2034,2154,1215
20,20,OAXACA,OAX.,346,SAN SEBASTIAN NICANANDUTA,1,SAN SEBASTIAN NICANANDUTA,1542,704,838,483
20,20,OAXACA,OAX.,347,SAN SEBASTIAN RIO HONDO,1,SAN SEBASTIAN RIO HONDO,4202,2100,2102,1014
20,20,OAXACA,OAX.,348,SAN SEBASTIAN TECOMAXTLAHUACA,1,SAN SEBASTIAN TECOMAXTLAHUACA,8192,3909,4283,2298
20,20,OAXACA,OAX.,349,SAN SEBASTIAN TEITIPAC,1,SAN SEBASTIAN TEITIPAC,2189,1007,1182,638
20,20,OAXACA,OAX.,350,SAN SEBASTIAN TUTLA,1,SAN SEBASTIAN TUTLA,16878,7706,9172,5032
20,20,OAXACA,OAX.,351,SAN SIMON ALMOLONGAS,1,SAN SIMON ALMOLONGAS,2802,1333,1469,839
20,20,OAXACA,OAX.,352,SAN SIMON ZAHUATLAN,1,SAN SIMON ZAHUATLAN,4940,2469,2471,596
20,20,OAXACA,OAX.,353,SANTA ANA,1,SANTA ANA,2406,1188,1218,621
20,20,OAXACA,OAX.,354,SANTA ANA ATEIXTLAHUACA,1,SANTA ANA ATEIXTLAHUACA,477,238,239,142
20,20,OAXACA,OAX.,355,SANTA ANA CUAUHTEMOC,1,SANTA ANA CUAUHTEMOC,681,342,339,233
20,20,OAXACA,OAX.,356,SANTA ANA DEL VALLE,1,SANTA ANA DEL VALLE,2179,1076,1103,602
20,20,OAXACA,OAX.,357,SANTA ANA TAVELA,1,SANTA ANA TAVELA,848,409,439,269
20,20,OAXACA,OAX.,358,SANTA ANA TLAPACOYAN,1,SANTA ANA TLAPACOYAN,1958,925,1033,615
20,20,OAXACA,OAX.,359,SANTA ANA YARENI,1,SANTA ANA YARENI,637,281,356,234
20,20,OAXACA,OAX.,360,SANTA ANA ZEGACHE,1,SANTA ANA ZEGACHE,3981,1863,2118,1171
20,20,OAXACA,OAX.,361,SANTA CATALINA QUIERI,1,SANTA CATALINA QUIERI,825,366,459,252
20,20,OAXACA,OAX.,362,SANTA CATARINA CUIXTLA,1,SANTA CATARINA CUIXTLA,1495,675,820,435
20,20,OAXACA,OAX.,363,SANTA CATARINA IXTEPEJI,1,SANTA CATARINA IXTEPEJI,2675,1262,1413,772
20,20,OAXACA,OAX.,364,SANTA CATARINA JUQUILA,1,SANTA CATARINA JUQUILA,18654,8981,9673,4274
20,20,OAXACA,OAX.,365,SANTA CATARINA LACHATAO,1,SANTA CATARINA LACHATAO,1059,485,574,373
20,20,OAXACA,OAX.,366,SANTA CATARINA LOXICHA,1,SANTA CATARINA LOXICHA,3676,1729,1947,898
20,20,OAXACA,OAX.,367,SANTA CATARINA MECHOACAN,1,SANTA CATARINA MECHOACAN,4582,2238,2344,1149
20,20,OAXACA,OAX.,368,SANTA CATARINA MINAS,1,SANTA CATARINA MINAS,2067,1028,1039,551
20,20,OAXACA,OAX.,369,SANTA CATARINA QUIANE,1,SANTA CATARINA QUIANE,2193,1069,1124,657
20,20,OAXACA,OAX.,370,SANTA CATARINA TAYATA,1,SANTA CATARINA TAYATA,662,316,346,208
20,20,OAXACA,OAX.,371,SANTA CATARINA TICUA,1,SANTA CATARINA TICUA,986,428,558,352
20,20,OAXACA,OAX.,372,SANTA CATARINA YOSONOTU,1,SANTA CATARINA YOSONOTU,1316,591,725,458
20,20,OAXACA,OAX.,373,SANTA CATARINA ZAPOQUILA,1,SANTA CATARINA ZAPOQUILA,403,201,202,127
20,20,OAXACA,OAX.,374,SANTA CRUZ ACATEPEC,1,SANTA CRUZ ACATEPEC,1645,773,872,422
20,20,OAXACA,OAX.,375,SANTA CRUZ AMILPAS,1,SANTA CRUZ AMILPAS,13200,6190,7010,3575
20,20,OAXACA,OAX.,376,SANTA CRUZ DE BRAVO,1,SANTA CRUZ DE BRAVO,365,170,195,100
20,20,OAXACA,OAX.,377,SANTA CRUZ ITUNDUJIA,1,SANTA CRUZ ITUNDUJIA,10860,5180,5680,2995
20,20,OAXACA,OAX.,378,SANTA CRUZ MIXTEPEC,1,SANTA CRUZ MIXTEPEC,3720,1792,1928,969
20,20,OAXACA,OAX.,379,SANTA CRUZ NUNDACO,1,SANTA CRUZ NUNDACO,2951,1327,1624,784
20,20,OAXACA,OAX.,380,SANTA CRUZ PAPALUTLA,1,SANTA CRUZ PAPALUTLA,2242,1094,1148,645
20,20,OAXACA,OAX.,381,SANTA CRUZ TACACHE DE MINA,1,SANTA CRUZ TACACHE DE MINA,2940,1388,1552,791
20,20,OAXACA,OAX.,382,SANTA CRUZ TACAHUA,1,SANTA CRUZ TACAHUA,1182,561,621,352
20,20,OAXACA,OAX.,383,SANTA CRUZ TAYATA,1,SANTA CRUZ TAYATA,595,293,302,177
20,20,OAXACA,OAX.,384,SANTA CRUZ XITLA,1,SANTA CRUZ XITLA,4794,2281,2513,1137
20,20,OAXACA,OAX.,385,SANTA CRUZ XOXOCOTLAN,1,SANTA CRUZ XOXOCOTLAN,100402,47016,53386,27498
20,20,OAXACA,OAX.,386,SANTA CRUZ ZENZONTEPEC,1,SANTA CRUZ ZENZONTEPEC,19079,9243,9836,4470
20,20,OAXACA,OAX.,387,SANTA GERTRUDIS,1,SANTA GERTRUDIS,2891,1386,1505,838
20,20,OAXACA,OAX.,388,SANTA INES DEL MONTE,1,SANTA INES DEL MONTE,2809,1390,1419,643
20,20,OAXACA,OAX.,389,SANTA INES YATZECHE,1,SANTA INES YATZECHE,908,422,486,231
20,20,OAXACA,OAX.,390,SANTA LUCIA DEL CAMINO,1,SANTA LUCIA DEL CAMINO,50362,24171,26191,14259
20,20,OAXACA,OAX.,391,SANTA LUCIA MIAHUATLAN,1,SANTA LUCIA MIAHUATLAN,3375,1647,1728,822
20,20,OAXACA,OAX.,392,SANTA LUCIA MONTEVERDE,1,SANTA LUCIA MONTEVERDE,6726,3232,3494,1884
20,20,OAXACA,OAX.,393,SANTA LUCIA OCOTLAN,1,SANTA LUCIA OCOTLAN,4173,1971,2202,1027
20,20,OAXACA,OAX.,394,SANTA MARIA ALOTEPEC,1,SANTA MARIA ALOTEPEC,2796,1353,1443,809
20,20,OAXACA,OAX.,395,SANTA MARIA APAZCO,1,SANTA MARIA APAZCO,1629,740,889,506
20,20,OAXACA,OAX.,396,SANTA MARIA LA ASUNCION,1,SANTA MARIA LA ASUNCION,3259,1432,1827,943
20,20,OAXACA,OAX.,397,HEROICA CIUDAD DE TLAXIACO,1,HEROICA CIUDAD DE TLAXIACO,40123,18602,21521,10596
20,20,OAXACA,OAX.,398,AYOQUEZCO DE ALDAMA,1,AYOQUEZCO DE ALDAMA,4874,2360,2514,1381
20,20,OAXACA,OAX.,399,SANTA MARIA ATZOMPA,1,SANTA MARIA ATZOMPA,41921,19948,21973,11367
20,20,OAXACA,OAX.,400,SANTA MARIA CAMOTLAN,1,SANTA MARIA CAMOTLAN,1713,821,892,530
20,20,OAXACA,OAX.,401,SANTA MARIA COLOTEPEC,1,SANTA MARIA COLOTEPEC,27046,13241,13805,7079
20,20,OAXACA,OAX.,402,SANTA MARIA CORTIJO,1,SANTA MARIA CORTIJO,1067,518,549,326
20,20,OAXACA,OAX.,403,SANTA MARIA COYOTEPEC,1,SANTA MARIA COYOTEPEC,3751,1768,1983,1079
20,20,OAXACA,OAX.,404,SANTA MARIA CHACHOAPAM,1,SANTA MARIA CHACHOAPAM,761,367,394,247
20,20,OAXACA,OAX.,405,VILLA DE CHILAPA DE DIAZ,1,VILLA DE CHILAPA DE DIAZ,1815,829,986,559
20,20,OAXACA,OAX.,406,SANTA MARIA CHILCHOTLA,1,SANTA MARIA CHILCHOTLA,21469,10373,11096,5621
20,20,OAXACA,OAX.,407,SANTA MARIA CHIMALAPA,1,SANTA MARIA CHIMALAPA,9578,4790,4788,2642
20,20,OAXACA,OAX.,408,SANTA MARIA DEL ROSARIO,1,SANTA MARIA DEL ROSARIO,499,246,253,144
20,20,OAXACA,OAX.,409,SANTA MARIA DEL TULE,1,SANTA MARIA DEL TULE,8939,4139,4800,2574
20,20,OAXACA,OAX.,410,SANTA MARIA ECATEPEC,1,SANTA MARIA ECATEPEC,3418,1734,1684,894
20,20,OAXACA,OAX.,411,SANTA MARIA GUELACE,1,SANTA MARIA GUELACE,908,429,479,251
20,20,OAXACA,OAX.,412,SANTA MARIA GUIENAGATI,1,SANTA MARIA GUIENAGATI,3178,1554,1624,901
20,20,OAXACA,OAX.,413,SANTA MARIA HUATULCO,1,SANTA MARIA HUATULCO,50862,24854,26008,15176
20,20,OAXACA,OAX.,414,SANTA MARIA HUAZOLOTITLAN,1,SANTA MARIA HUAZOLOTITLAN,11995,5890,6105,3582
20,20,OAXACA,OAX.,415,SANTA MARIA IPALAPA,1,SANTA MARIA IPALAPA,4878,2302,2576,1292
20,20,OAXACA,OAX.,416,SANTA MARIA IXCATLAN,1,SANTA MARIA IXCATLAN,461,224,237,163
20,20,OAXACA,OAX.,417,SANTA MARIA JACATEPEC,1,SANTA MARIA JACATEPEC,9682,4588,5094,2618
20,20,OAXACA,OAX.,418,SANTA MARIA JALAPA DEL MARQUES,1,SANTA MARIA JALAPA DEL MARQUES,11735,5660,6075,3604
20,20,OAXACA,OAX.,419,SANTA MARIA JALTIANGUIS,1,SANTA MARIA JALTIANGUIS,592,278,314,176
20,20,OAXACA,OAX.,420,SANTA MARIA LACHIXIO,1,SANTA MARIA LACHIXIO,1679,760,919,402
20,20,OAXACA,OAX.,421,SANTA MARIA MIXTEQUILLA,1,SANTA MARIA MIXTEQUILLA,4690,2278,2412,1506
20,20,OAXACA,OAX.,422,SANTA MARIA NATIVITAS,1,SANTA MARIA NATIVITAS,603,276,327,197
20,20,OAXACA,OAX.,423,SANTA MARIA NDUAYACO,1,SANTA MARIA NDUAYACO,453,219,234,146
20,20,OAXACA,OAX.,424,SANTA MARIA OZOLOTEPEC,1,SANTA MARIA OZOLOTEPEC,3793,1835,1958,971
20,20,OAXACA,OAX.,425,SANTA MARIA PAPALO,1,SANTA MARIA PAPALO,2058,1028,1030,634
20,20,OAXACA,OAX.,426,SANTA MARIA PEÑOLES,1,SANTA MARIA PEÑOLES,8967,4323,4644,1712
20,20,OAXACA,OAX.,427,SANTA MARIA PETAPA,1,SANTA MARIA PETAPA,16706,8080,8626,4942
20,20,OAXACA,OAX.,428,SANTA MARIA QUIEGOLANI,1,SANTA MARIA QUIEGOLANI,2224,1134,1090,531
20,20,OAXACA,OAX.,429,SANTA MARIA SOLA,1,SANTA MARIA SOLA,1516,736,780,439
20,20,OAXACA,OAX.,430,SANTA MARIA TATALTEPEC,1,SANTA MARIA TATALTEPEC,317,154,163,92
20,20,OAXACA,OAX.,431,SANTA MARIA TECOMAVACA,1,SANTA MARIA TECOMAVACA,1830,891,939,486
20,20,OAXACA,OAX.,432,SANTA MARIA TEMAXCALAPA,1,SANTA MARIA TEMAXCALAPA,903,443,460,299
20,20,OAXACA,OAX.,433,SANTA MARIA TEMAXCALTEPEC,1,SANTA MARIA TEMAXCALTEPEC,2694,1222,1472,622
20,20,OAXACA,OAX.,434,SANTA MARIA TEOPOXCO,1,SANTA MARIA TEOPOXCO,3985,1790,2195,1126
20,20,OAXACA,OAX.,435,SANTA MARIA TEPANTLALI,1,SANTA MARIA TEPANTLALI,3576,1737,1839,919
20,20,OAXACA,OAX.,436,SANTA MARIA TEXCATITLAN,1,SANTA MARIA TEXCATITLAN,896,432,464,293
20,20,OAXACA,OAX.,437,SANTA MARIA TLAHUITOLTEPEC,1,SANTA MARIA TLAHUITOLTEPEC,9653,4575,5078,2452
20,20,OAXACA,OAX.,438,SANTA MARIA TLALIXTAC,1,SANTA MARIA TLALIXTAC,1839,924,915,471
20,20,OAXACA,OAX.,439,SANTA MARIA TONAMECA,1,SANTA MARIA TONAMECA,25347,12364,12983,6456
20,20,OAXACA,OAX.,440,SANTA MARIA TOTOLAPILLA,1,SANTA MARIA TOTOLAPILLA,812,396,416,296
20,20,OAXACA,OAX.,441,SANTA MARIA XADANI,1,SANTA MARIA XADANI,9234,4560,4674,2237
20,20,OAXACA,OAX.,442,SANTA MARIA YALINA,1,SANTA MARIA YALINA,250,112,138,83
20,20,OAXACA,OAX.,443,SANTA MARIA YAVESIA,1,SANTA MARIA YAVESIA,434,199,235,146
20,20,OAXACA,OAX.,444,SANTA MARIA YOLOTEPEC,1,SANTA MARIA YOLOTEPEC,481,226,255,155
20,20,OAXACA,OAX.,445,SANTA MARIA YOSOYUA,1,SANTA MARIA YOSOYUA,1699,813,886,379
20,20,OAXACA,OAX.,446,SANTA MARIA YUCUHITI,1,SANTA MARIA YUCUHITI,6008,2850,3158,1653
20,20,OAXACA,OAX.,447,SANTA MARIA ZACATEPEC,1,SANTA MARIA ZACATEPEC,17100,8146,8954,4450
20,20,OAXACA,OAX.,448,SANTA MARIA ZANIZA,1,SANTA MARIA ZANIZA,2469,1190,1279,504
20,20,OAXACA,OAX.,449,SANTA MARIA ZOQUITLAN,1,SANTA MARIA ZOQUITLAN,3294,1630,1664,1031
20,20,OAXACA,OAX.,450,SANTIAGO AMOLTEPEC,1,SANTIAGO AMOLTEPEC,13855,6785,7070,2994
20,20,OAXACA,OAX.,451,SANTIAGO APOALA,1,SANTIAGO APOALA,1019,469,550,325
20,20,OAXACA,OAX.,452,SANTIAGO APOSTOL,1,SANTIAGO APOSTOL,4421,2006,2415,1155
20,20,OAXACA,OAX.,453,SANTIAGO ASTATA,1,SANTIAGO ASTATA,3918,1948,1970,1282
20,20,OAXACA,OAX.,454,SANTIAGO ATITLAN,1,SANTIAGO ATITLAN,3556,1783,1773,885
20,20,OAXACA,OAX.,455,SANTIAGO AYUQUILILLA,1,SANTIAGO AYUQUILILLA,2904,1407,1497,764
20,20,OAXACA,OAX.,456,SANTIAGO CACALOXTEPEC,1,SANTIAGO CACALOXTEPEC,1667,802,865,494
20,20,OAXACA,OAX.,457,SANTIAGO CAMOTLAN,1,SANTIAGO CAMOTLAN,3346,1631,1715,902
20,20,OAXACA,OAX.,458,SANTIAGO COMALTEPEC,1,SANTIAGO COMALTEPEC,1157,540,617,342
20,20,OAXACA,OAX.,459,VILLA DE SANTIAGO CHAZUMBA,1,VILLA DE SANTIAGO CHAZUMBA,4877,2296,2581,1594
20,20,OAXACA,OAX.,460,SANTIAGO CHOAPAM,1,SANTIAGO CHOAPAM,5242,2491,2751,1393
20,20,OAXACA,OAX.,461,SANTIAGO DEL RIO,1,SANTIAGO DEL RIO,527,251,276,188
20,20,OAXACA,OAX.,462,SANTIAGO HUAJOLOTITLAN,1,SANTIAGO HUAJOLOTITLAN,4600,2213,2387,1256
20,20,OAXACA,OAX.,463,SANTIAGO HUAUCLILLA,1,SANTIAGO HUAUCLILLA,525,245,280,194
20,20,OAXACA,OAX.,464,SANTIAGO IHUITLAN PLUMAS,1,SANTIAGO IHUITLAN PLUMAS,341,155,186,116
20,20,OAXACA,OAX.,465,SANTIAGO IXCUINTEPEC,1,SANTIAGO IXCUINTEPEC,1636,775,861,413
20,20,OAXACA,OAX.,466,SANTIAGO IXTAYUTLA,1,SANTIAGO IXTAYUTLA,13880,6551,7329,3153
20,20,OAXACA,OAX.,467,SANTIAGO JAMILTEPEC,1,SANTIAGO JAMILTEPEC,19112,9159,9953,5525
20,20,OAXACA,OAX.,468,SANTIAGO JOCOTEPEC,19,MONTE NEGRO,14198,6863,7335,3378
20,20,OAXACA,OAX.,469,SANTIAGO JUXTLAHUACA,1,SANTIAGO JUXTLAHUACA,34735,16527,18208,7595
20,20,OAXACA,OAX.,470,SANTIAGO LACHIGUIRI,1,SANTIAGO LACHIGUIRI,4394,2135,2259,1424
