percepcion,ideologia,KEY
Desacuerdo,Perredista,14_101
Desacuerdo,Priista,14_101
Desacuerdo,Priista,14_101
Desacuerdo,De otro partido,14_119
Desacuerdo en parte,Panista,14_119
Desacuerdo,Perredista,14_119
Desacuerdo en parte,Priista,14_119
Acuerdo,Panista,14_119
Acuerdo,Priista,14_120
Desacuerdo en parte,Priista,14_120
Acuerdo,Panista,14_120
Desacuerdo,De otro partido,14_120
Desacuerdo,Perredista,15_23
Acuerdo en parte,Priista,15_23
Acuerdo en parte,Priista,15_23
Acuerdo en parte,Perredista,15_23
Acuerdo en parte,No se identifica con ningún partido,15_122
Desacuerdo en parte,Priista,15_122
Desacuerdo en parte,No se identifica con ningún partido,15_122
Desacuerdo,No se identifica con ningún partido,15_58
Acuerdo en parte,Priista,15_58
Desacuerdo,Priista,15_58
Acuerdo en parte,Priista,15_106
Acuerdo en parte,Priista,15_106
Acuerdo en parte,No se identifica con ningún partido,15_109
Acuerdo,No se identifica con ningún partido,15_109
Desacuerdo en parte,No se identifica con ningún partido,15_109
Acuerdo,Panista,15_109
Desacuerdo en parte,Priista,16_30
Acuerdo en parte,Priista,16_30
Acuerdo,Panista,16_30
Acuerdo en parte,Panista,16_30
Acuerdo,Panista,16_50
Acuerdo en parte,Priista,16_50
Acuerdo en parte,Priista,16_50
Acuerdo,Panista,16_50
Desacuerdo en parte,Priista,16_50
Acuerdo,Panista,16_74
Desacuerdo,Priista,16_74
Acuerdo en parte,Panista,16_74
Desacuerdo,Priista,16_74
Acuerdo,Panista,19_26
Acuerdo,Panista,19_26
Acuerdo en parte,No se identifica con ningún partido,19_26
Acuerdo en parte,Panista,19_26
Desacuerdo,Priista,19_39
Acuerdo en parte,Priista,19_39
Acuerdo en parte,Priista,19_39
Desacuerdo en parte,Priista,19_39
Desacuerdo,No se identifica con ningún partido,20_67
Desacuerdo en parte,No se identifica con ningún partido,20_67
Desacuerdo en parte,No se identifica con ningún partido,20_67
Acuerdo en parte,No se identifica con ningún partido,20_324
Acuerdo en parte,Priista,20_324
Desacuerdo,No se identifica con ningún partido,20_324
Acuerdo en parte,No se identifica con ningún partido,20_324
Desacuerdo,No se identifica con ningún partido,21_41
Desacuerdo,Priista,21_41
Acuerdo,Panista,21_41
Acuerdo en parte,Perredista,21_41
Acuerdo,Panista,21_58
Acuerdo en parte,No se identifica con ningún partido,21_58
Acuerdo,Panista,21_58
Acuerdo en parte,N/S,21_58
Desacuerdo,No se identifica con ningún partido,21_94
Acuerdo en parte,No se identifica con ningún partido,21_94
Acuerdo en parte,No se identifica con ningún partido,21_94
Desacuerdo,No se identifica con ningún partido,21_94
Desacuerdo en parte,No se identifica con ningún partido,21_94
Acuerdo en parte,Perredista,23_5
Acuerdo,N/S,23_5
Desacuerdo,Priista,23_5
Desacuerdo en parte,N/C,23_5
Acuerdo,No se identifica con ningún partido,24_35
Acuerdo en parte,Priista,24_35
Desacuerdo en parte,No se identifica con ningún partido,24_35
Acuerdo en parte,Priista,24_35
Acuerdo en parte,Priista,24_35
Acuerdo,Panista,24_35
Desacuerdo en parte,No se identifica con ningún partido,24_42
Acuerdo,Panista,24_42
Acuerdo,Panista,24_42
Acuerdo,Priista,24_42
Acuerdo,Panista,25_6
Desacuerdo en parte,No se identifica con ningún partido,25_6
Desacuerdo,Priista,25_6
Desacuerdo,Perredista,25_6
Desacuerdo,Priista,25_12
Desacuerdo,N/C,25_12
Desacuerdo en parte,Priista,25_12
Desacuerdo,Priista,25_12
Desacuerdo,No se identifica con ningún partido,26_2
Desacuerdo,Perredista,26_2
Acuerdo,Panista,26_2
Acuerdo en parte,No se identifica con ningún partido,26_2
Desacuerdo,Priista,27_4
Desacuerdo,Priista,27_4
Desacuerdo,Priista,27_4
Desacuerdo,Perredista,27_4
Desacuerdo,Priista,27_4
Acuerdo en parte,Priista,27_4
Desacuerdo,Priista,27_4
Desacuerdo,Priista,27_4
Acuerdo,Priista,29_33
Desacuerdo en parte,Priista,29_33
Acuerdo,Panista,29_33
Desacuerdo,No se identifica con ningún partido,29_33
Acuerdo,No se identifica con ningún partido,29_33
Acuerdo en parte,Priista,30_40
Desacuerdo,Priista,30_40
Desacuerdo en parte,No se identifica con ningún partido,30_40
Acuerdo,Priista,30_40
Desacuerdo en parte,Perredista,30_40
Acuerdo,No se identifica con ningún partido,30_90
Desacuerdo,Priista,30_108
Desacuerdo,Priista,30_108
Desacuerdo,Priista,30_108
Desacuerdo,Priista,30_108
Acuerdo en parte,Priista,30_108
Desacuerdo,Priista,30_108
Desacuerdo,Priista,30_108
Acuerdo,Priista,30_92
Desacuerdo,Priista,30_92
Acuerdo,Panista,30_92
Acuerdo en parte,No se identifica con ningún partido,30_92
Acuerdo,Priista,30_92
Acuerdo,Priista,31_50
Acuerdo en parte,Panista,31_50
Acuerdo,Priista,31_50
Acuerdo en parte,Perredista,2_4
Acuerdo,No se identifica con ningún partido,2_4
Acuerdo en parte,Perredista,2_4
Desacuerdo,Priista,5_18
Acuerdo,Panista,5_18
Desacuerdo,Priista,5_18
Acuerdo en parte,Priista,5_18
Acuerdo en parte,No se identifica con ningún partido,5_20
Desacuerdo,Priista,5_20
Acuerdo en parte,Panista,5_20
Desacuerdo en parte,Priista,5_30
Desacuerdo,Priista,5_30
Desacuerdo en parte,Priista,5_30
Acuerdo,Panista,5_30
Desacuerdo,Priista,5_30
Acuerdo en parte,No se identifica con ningún partido,5_35
Acuerdo en parte,Priista,5_35
Desacuerdo en parte,De otro partido,5_35
Acuerdo en parte,No se identifica con ningún partido,5_35
Acuerdo en parte,Priista,5_35
Acuerdo en parte,Priista,7_18
Acuerdo,No se identifica con ningún partido,7_18
Desacuerdo,No se identifica con ningún partido,9_2
Acuerdo en parte,Perredista,9_2
Desacuerdo,Priista,9_5
Acuerdo,Panista,9_5
Desacuerdo,Perredista,9_5
N/S,No se identifica con ningún partido,9_5
Desacuerdo,No se identifica con ningún partido,9_8
Desacuerdo,No se identifica con ningún partido,9_8
Desacuerdo en parte,Perredista,9_8
Desacuerdo,Priista,9_8
Acuerdo,Priista,9_8
Desacuerdo,De otro partido,9_8
Desacuerdo,Priista,9_8
Desacuerdo,Perredista,9_8
Acuerdo en parte,No se identifica con ningún partido,9_13
Acuerdo,No se identifica con ningún partido,9_13
Acuerdo en parte,Priista,9_13
Acuerdo,No se identifica con ningún partido,9_17
Acuerdo en parte,Priista,9_17
Acuerdo,Perredista,9_17
Acuerdo en parte,No se identifica con ningún partido,9_17
Acuerdo en parte,No se identifica con ningún partido,9_17
Acuerdo,Panista,11_14
Desacuerdo en parte,Perredista,11_14
Acuerdo,No se identifica con ningún partido,11_15
Acuerdo,Panista,11_15
Acuerdo,Panista,11_15
Acuerdo,Panista,11_15
Acuerdo en parte,No se identifica con ningún partido,11_33
Desacuerdo,Priista,11_33
Desacuerdo,No se identifica con ningún partido,11_33
N/C,No se identifica con ningún partido,11_33
Acuerdo,Panista,11_33
Desacuerdo,Perredista,12_74
Acuerdo en parte,Priista,12_74
Acuerdo,Panista,13_36
Desacuerdo,Priista,13_36
Desacuerdo,No se identifica con ningún partido,13_36
Desacuerdo,Panista,13_72
Acuerdo,No se identifica con ningún partido,13_72
Acuerdo,Priista,13_72
Acuerdo,Panista,14_39
Desacuerdo,Perredista,14_39
Acuerdo en parte,Priista,14_39
Desacuerdo en parte,No se identifica con ningún partido,14_39
Desacuerdo,Priista,14_39
Acuerdo,Panista,14_101
Desacuerdo,Priista,14_101
Desacuerdo,Priista,14_101
Desacuerdo en parte,Priista,14_101
Acuerdo,Panista,14_119
Desacuerdo en parte,Priista,14_119
Acuerdo en parte,Panista,14_119
Desacuerdo,Perredista,14_119
Desacuerdo en parte,Priista,14_119
Acuerdo,Panista,14_119
Acuerdo,Panista,14_119
Acuerdo,Panista,14_120
Acuerdo,Panista,14_120
Acuerdo en parte,Panista,14_120
Desacuerdo,Perredista,14_120
Acuerdo en parte,Panista,15_23
Desacuerdo en parte,Priista,15_23
Desacuerdo,Priista,15_23
Desacuerdo,Perredista,15_122
Desacuerdo en parte,De otro partido,15_122
Desacuerdo en parte,Priista,15_122
Acuerdo en parte,Perredista,15_122
Desacuerdo,Priista,15_122
Desacuerdo,Perredista,15_122
Acuerdo en parte,No se identifica con ningún partido,15_58
Desacuerdo en parte,No se identifica con ningún partido,15_106
Acuerdo en parte,Priista,15_106
Desacuerdo en parte,No se identifica con ningún partido,15_106
Desacuerdo,No se identifica con ningún partido,15_106
Acuerdo en parte,No se identifica con ningún partido,15_106
Desacuerdo en parte,Priista,15_109
Acuerdo en parte,No se identifica con ningún partido,15_109
Acuerdo en parte,Panista,15_109
Acuerdo en parte,Priista,16_30
Desacuerdo en parte,Perredista,16_30
Acuerdo,Panista,16_30
Desacuerdo,Perredista,16_50
Desacuerdo en parte,Perredista,16_50
Acuerdo en parte,Priista,16_50
Desacuerdo,Perredista,16_50
Desacuerdo en parte,No se identifica con ningún partido,16_74
Desacuerdo en parte,Priista,16_74
Desacuerdo en parte,Priista,16_74
Acuerdo,Panista,16_74
Acuerdo en parte,No se identifica con ningún partido,19_26
Desacuerdo en parte,Priista,19_26
Desacuerdo,Priista,19_26
Desacuerdo en parte,Priista,19_26
Desacuerdo,Priista,19_39
Desacuerdo en parte,No se identifica con ningún partido,19_39
Desacuerdo,Priista,19_39
Acuerdo en parte,Priista,20_67
Desacuerdo en parte,De otro partido,20_67
Desacuerdo en parte,Priista,20_67
Desacuerdo en parte,Perredista,20_67
Acuerdo en parte,No se identifica con ningún partido,20_67
Desacuerdo,No se identifica con ningún partido,20_324
Acuerdo en parte,No se identifica con ningún partido,20_324
Acuerdo,Priista,20_324
N/S,Perredista,20_324
Acuerdo,No se identifica con ningún partido,21_41
Acuerdo en parte,No se identifica con ningún partido,21_41
Acuerdo en parte,Priista,21_41
Acuerdo,Panista,21_58
Acuerdo,Priista,21_58
Acuerdo en parte,Priista,21_94
Desacuerdo,Perredista,21_94
Acuerdo,Panista,23_5
Acuerdo,Perredista,23_5
Desacuerdo en parte,Priista,23_5
Acuerdo,Panista,23_5
Desacuerdo,No se identifica con ningún partido,24_35
Acuerdo en parte,No se identifica con ningún partido,24_35
Desacuerdo en parte,Priista,24_42
Desacuerdo en parte,No se identifica con ningún partido,24_42
Acuerdo,No se identifica con ningún partido,24_42
Desacuerdo en parte,Priista,25_6
Desacuerdo en parte,Priista,25_6
Desacuerdo,Panista,25_12
Desacuerdo,N/C,25_12
Acuerdo en parte,No se identifica con ningún partido,26_2
Desacuerdo,Perredista,26_2
Acuerdo,Panista,26_2
Desacuerdo,Perredista,26_2
Acuerdo,Panista,26_2
Desacuerdo,Priista,27_4
Acuerdo en parte,No se identifica con ningún partido,29_33
Desacuerdo,No se identifica con ningún partido,29_33
Acuerdo,No se identifica con ningún partido,29_33
Acuerdo,Priista,29_33
Acuerdo,No se identifica con ningún partido,29_33
Acuerdo en parte,No se identifica con ningún partido,30_40
Acuerdo,Panista,30_40
Acuerdo,Panista,30_90
Desacuerdo,Priista,30_90
Acuerdo,No se identifica con ningún partido,30_90
Acuerdo,Priista,30_90
Acuerdo,No se identifica con ningún partido,30_90
Desacuerdo,Perredista,30_108
Desacuerdo,Perredista,30_108
Desacuerdo,Perredista,30_92
Acuerdo,Panista,30_92
Acuerdo,Perredista,30_92
Acuerdo,Priista,30_92
Acuerdo,Priista,31_50
Acuerdo en parte,Panista,31_50
Acuerdo en parte,Panista,31_50
Acuerdo en parte,Priista,31_50
Acuerdo en parte,Priista,31_50
Acuerdo en parte,Priista,2_4
Acuerdo en parte,Panista,2_4
Acuerdo en parte,Priista,2_4
Desacuerdo,Perredista,2_4
Desacuerdo,Priista,5_18
Acuerdo en parte,No se identifica con ningún partido,5_18
Acuerdo en parte,No se identifica con ningún partido,5_18
Acuerdo,No se identifica con ningún partido,5_18
Acuerdo en parte,No se identifica con ningún partido,5_20
Acuerdo en parte,Priista,5_20
Acuerdo en parte,No se identifica con ningún partido,5_20
Acuerdo en parte,No se identifica con ningún partido,5_20
Acuerdo,No se identifica con ningún partido,5_30
Acuerdo en parte,Panista,5_35
Acuerdo en parte,Priista,5_35
Acuerdo,De otro partido,7_18
Acuerdo,Perredista,7_18
N/S,No se identifica con ningún partido,8_19
N/S,Panista,8_19
Desacuerdo en parte,Priista,8_19
Desacuerdo en parte,Panista,8_19
Desacuerdo en parte,N/S,9_2
Acuerdo en parte,De otro partido,9_2
Desacuerdo,Priista,9_5
Acuerdo,No se identifica con ningún partido,9_5
Desacuerdo en parte,No se identifica con ningún partido,9_5
Desacuerdo,N/C,9_5
Desacuerdo en parte,De otro partido,9_8
Desacuerdo,Priista,9_8
Desacuerdo,Perredista,9_8
Desacuerdo,Perredista,9_13
Desacuerdo,No se identifica con ningún partido,9_13
Acuerdo,Priista,9_17
Acuerdo,Perredista,9_17
Acuerdo en parte,Panista,9_17
Desacuerdo en parte,No se identifica con ningún partido,9_17
Acuerdo en parte,Priista,11_14
Acuerdo en parte,Panista,11_15
N/S,No se identifica con ningún partido,11_33
Acuerdo,Panista,11_33
Acuerdo,No se identifica con ningún partido,11_33
Acuerdo,No se identifica con ningún partido,11_33
Acuerdo,Panista,12_74
Desacuerdo,No se identifica con ningún partido,12_74
Desacuerdo,No se identifica con ningún partido,13_36
Desacuerdo,Perredista,13_36
Desacuerdo,No se identifica con ningún partido,13_72
Desacuerdo,Priista,13_72
Acuerdo en parte,No se identifica con ningún partido,14_39
Acuerdo,Panista,14_101
Desacuerdo,Panista,14_101
Desacuerdo en parte,Panista,14_119
Acuerdo en parte,Priista,14_119
Desacuerdo en parte,De otro partido,14_120
Acuerdo,Panista,14_120
Acuerdo en parte,Priista,14_120
Desacuerdo,Perredista,15_23
Acuerdo en parte,No se identifica con ningún partido,15_23
Desacuerdo en parte,Panista,15_23
Desacuerdo,Perredista,15_23
Desacuerdo en parte,Perredista,15_23
Acuerdo,Priista,15_122
Desacuerdo,Priista,15_122
Desacuerdo,Perredista,15_122
Acuerdo,Priista,15_122
Desacuerdo,No se identifica con ningún partido,15_58
Desacuerdo,No se identifica con ningún partido,15_58
Acuerdo en parte,No se identifica con ningún partido,15_106
Acuerdo en parte,Perredista,15_106
Desacuerdo en parte,No se identifica con ningún partido,15_106
Acuerdo,No se identifica con ningún partido,15_106
Acuerdo en parte,No se identifica con ningún partido,15_109
Desacuerdo,No se identifica con ningún partido,15_109
Acuerdo en parte,No se identifica con ningún partido,15_109
N/S,No se identifica con ningún partido,16_30
Desacuerdo,No se identifica con ningún partido,16_30
Acuerdo en parte,Priista,16_30
Acuerdo en parte,Priista,16_50
Desacuerdo,Panista,16_50
Desacuerdo en parte,No se identifica con ningún partido,16_74
Acuerdo en parte,No se identifica con ningún partido,16_74
Desacuerdo,Perredista,16_74
Desacuerdo,No se identifica con ningún partido,19_26
Acuerdo en parte,De otro partido,19_26
Acuerdo,No se identifica con ningún partido,19_39
Acuerdo en parte,Panista,19_39
Desacuerdo en parte,Priista,19_39
Desacuerdo en parte,Perredista,20_67
Acuerdo en parte,No se identifica con ningún partido,20_67
Desacuerdo,No se identifica con ningún partido,20_67
Desacuerdo,Priista,20_67
Acuerdo en parte,No se identifica con ningún partido,20_67
Acuerdo en parte,Panista,20_324
Acuerdo,No se identifica con ningún partido,20_324
Acuerdo en parte,No se identifica con ningún partido,20_324
Acuerdo en parte,Perredista,20_324
Desacuerdo en parte,Panista,20_324
Desacuerdo,No se identifica con ningún partido,21_41
Acuerdo en parte,No se identifica con ningún partido,21_41
Acuerdo en parte,Perredista,21_41
Desacuerdo en parte,No se identifica con ningún partido,21_41
Acuerdo en parte,Priista,21_41
Acuerdo,No se identifica con ningún partido,21_58
Acuerdo,Panista,21_58
Desacuerdo,Priista,21_58
Desacuerdo en parte,No se identifica con ningún partido,21_94
Acuerdo,Panista,21_94
Acuerdo en parte,Panista,21_94
Desacuerdo,No se identifica con ningún partido,21_94
Acuerdo,No se identifica con ningún partido,21_94
Acuerdo,Perredista,23_5
Desacuerdo,Panista,23_5
Acuerdo en parte,Priista,23_5
Acuerdo,No se identifica con ningún partido,24_35
Acuerdo en parte,N/S,24_35
Desacuerdo,Perredista,25_6
Desacuerdo,No se identifica con ningún partido,25_6
Acuerdo,Priista,25_6
Acuerdo en parte,No se identifica con ningún partido,25_6
Acuerdo en parte,No se identifica con ningún partido,25_6
Acuerdo en parte,Priista,25_6
Desacuerdo en parte,N/C,25_12
Acuerdo en parte,Priista,25_12
Desacuerdo en parte,N/C,25_12
Desacuerdo en parte,Priista,25_12
Desacuerdo,Perredista,25_12
N/C,No se identifica con ningún partido,26_2
Desacuerdo en parte,Priista,27_4
Acuerdo en parte,Priista,27_4
Desacuerdo,Perredista,27_4
Desacuerdo,Priista,29_33
Acuerdo,No se identifica con ningún partido,29_33
Desacuerdo,Panista,30_40
Acuerdo,No se identifica con ningún partido,30_40
Acuerdo en parte,Priista,30_40
Desacuerdo,Panista,30_40
Desacuerdo,No se identifica con ningún partido,30_40
Desacuerdo,No se identifica con ningún partido,30_40
Desacuerdo,No se identifica con ningún partido,30_40
Acuerdo en parte,Priista,30_40
Acuerdo,Panista,30_90
Acuerdo en parte,No se identifica con ningún partido,30_92
Desacuerdo en parte,No se identifica con ningún partido,30_92
Acuerdo,Panista,30_92
Acuerdo,Priista,31_50
Acuerdo en parte,N/S,31_50
Desacuerdo,No se identifica con ningún partido,2_4
Acuerdo en parte,Panista,2_4
Desacuerdo en parte,Panista,2_4
Acuerdo en parte,Panista,2_4
Acuerdo en parte,Priista,2_4
Acuerdo en parte,Priista,2_4
Desacuerdo,Perredista,5_18
Acuerdo en parte,No se identifica con ningún partido,5_18
Desacuerdo en parte,No se identifica con ningún partido,5_18
Acuerdo,Panista,5_18
Acuerdo en parte,Priista,5_18
Desacuerdo en parte,Priista,5_20
Acuerdo en parte,Priista,5_20
Acuerdo en parte,Priista,5_20
Acuerdo en parte,No se identifica con ningún partido,5_30
Desacuerdo,Priista,5_30
Acuerdo en parte,Panista,5_30
Desacuerdo en parte,Priista,5_30
Desacuerdo en parte,Priista,5_30
Desacuerdo,Priista,5_30
Acuerdo en parte,Priista,5_30
Acuerdo en parte,No se identifica con ningún partido,5_35
Acuerdo,No se identifica con ningún partido,5_35
Acuerdo en parte,No se identifica con ningún partido,5_35
Acuerdo,Priista,7_18
Acuerdo en parte,Perredista,7_18
Acuerdo,Perredista,7_18
Acuerdo,Priista,7_18
Acuerdo,No se identifica con ningún partido,7_18
Acuerdo,Priista,7_18
Acuerdo,Panista,7_18
Desacuerdo en parte,Priista,8_19
Acuerdo en parte,Panista,8_19
Acuerdo,Priista,8_19
Desacuerdo,Priista,8_19
Acuerdo en parte,Perredista,9_2
Desacuerdo,Priista,9_2
Desacuerdo,Perredista,9_2
N/S,N/C,9_2
Acuerdo en parte,Perredista,9_2
Desacuerdo en parte,No se identifica con ningún partido,9_5
N/C,N/C,9_5
Desacuerdo,Perredista,9_5
N/C,No se identifica con ningún partido,9_5
Desacuerdo,No se identifica con ningún partido,9_8
Desacuerdo,No se identifica con ningún partido,9_8
Desacuerdo,Perredista,9_8
Acuerdo,Perredista,9_8
Acuerdo en parte,No se identifica con ningún partido,9_13
Acuerdo en parte,No se identifica con ningún partido,9_13
Desacuerdo,Perredista,9_13
Desacuerdo,Perredista,9_13
Desacuerdo,De otro partido,9_13
Desacuerdo en parte,Perredista,9_17
Acuerdo en parte,Priista,9_17
Acuerdo,Perredista,9_17
Acuerdo,No se identifica con ningún partido,9_17
Acuerdo,Priista,9_17
Desacuerdo en parte,No se identifica con ningún partido,9_17
Acuerdo en parte,No se identifica con ningún partido,11_14
Desacuerdo,No se identifica con ningún partido,11_14
Desacuerdo en parte,No se identifica con ningún partido,11_14
Acuerdo,Priista,11_14
Acuerdo,Panista,11_14
Acuerdo,Panista,11_14
Acuerdo,Panista,11_14
Acuerdo,N/S,11_14
Acuerdo en parte,No se identifica con ningún partido,11_14
Acuerdo en parte,No se identifica con ningún partido,11_15
Acuerdo,Panista,11_15
Desacuerdo en parte,Priista,11_15
Acuerdo,Panista,11_15
Acuerdo,No se identifica con ningún partido,11_33
Acuerdo en parte,No se identifica con ningún partido,11_33
Acuerdo,Panista,11_33
Desacuerdo,No se identifica con ningún partido,11_33
Acuerdo en parte,No se identifica con ningún partido,12_74
Desacuerdo en parte,Perredista,12_74
Desacuerdo en parte,Priista,12_74
Desacuerdo,Perredista,12_74
Desacuerdo,Perredista,12_74
Acuerdo,Priista,13_36
Desacuerdo en parte,Priista,13_36
Acuerdo en parte,Panista,13_36
Acuerdo en parte,Panista,13_36
Desacuerdo,Priista,13_36
Acuerdo en parte,No se identifica con ningún partido,13_36
Acuerdo,No se identifica con ningún partido,13_36
